"","ZNF384","KLF4","hb","Foxo1","MZF1","GSC2","ceh-48","THAP1","NKX2-2","NKX2-8","NFAT5","PRDM1","HLTF","RUNX1","ELF3","Deaf1","RARB(var.3)","Wt1","Sox3","Dlx1","Kr","ZNF148","EN2","MYF5","ZNF740","hlh-30","GSX1","EMX2","Gmeb1","D","dsc-1","h","NEUROD2","GABPA","HIC2","EGR4","IRF1","MEIS3","BARX1","HOXB6","PITX3","lim-7","Nkx2-5(var.2)","NRF1","Mad","NR4A1","RXRB(var.2)","br","br(var.4)"
"122",0.00243487027558084,0.00263686119733881,0.00244525160048764,0.00273438259279622,0.00272144155313176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109961384413147,0,0,0,0,0,0,0,0,0,0,0
"123",0.0391081121876288,0.00785963548068332,0.000821077836421119,0.000918163571713015,0.0105002322633686,0.055907959679168,0.004831307951369,0.0107467209650284,0.00793256087254783,0.00695129602678767,0.00514995277852815,0.00764444482477857,0.0103699105901085,0.00734979784622979,0.00748558330254641,0.0056983616475919,0.00574181934955939,0.00513798757079506,0.00543444805087065,0.00460528488206196,0.00796107016056161,0.00495885951198652,0.00477414319084228,0.00524375545219459,0.0072477101499847,0.00512266518810408,0.00474486491375976,0.00474970245104205,0.00486948105506735,0.0055152648681359,0.0056655153177275,0.00483801808372831,0.00702527453700552,0.0053764355614915,0.00499830210018527,0.00500820492279976,0.00582097023201513,0.990926269731517,0,0,0.00359856009874401,0.0138890547208481,0.00407362645958724,0,0,1.27455218884187,1.26232408117202,0,0
"125",0.0173966357615723,0.0223127691469724,0.0158872571025235,0.017765795249763,0.0220763915868174,0.042492033739811,0.00296105141574445,0.00619772542241929,0.0058291237007476,0.00515777294133097,0.00315634505590909,0.0056931854575186,0.0050693791317267,0.00541803603122037,0.00557570670098627,0.00349245835576361,0.00351909306653575,0.00314901172181936,0.00333070883843379,0.00282252455384716,0.00592903559926578,0.00303922625637738,0.00292601581114375,0.00321383560349091,0.00536216824644662,0.00313962081496424,0.00290807150192595,0.00291103637122483,0.00298444725883437,0.00338024050844696,0.00347232722925998,0.00296516397638482,0.00523563400953993,0.00329515367086093,0.00306340015148035,0.00306946947416018,0.00356760370483745,0.00674091631776442,0.000841720130726792,0.000848618202496045,0.0342688688674175,0.00716739231142314,0.00110068962384092,0.16282191422611,0.000364146201183712,0.000572935723225573,0.000567438953636346,0.00805883072476582,0.00715756663850141
"126",0.00917313637301059,0.0775158056346041,0.00881781003869002,0.00986044391978702,0.181988563426008,0.189335213946345,0.0650578585942051,0.156476594142361,0.0791629204445373,0.0679490124048773,0.0693486945988155,0.0741211715536317,0.177065622769575,0.0728570175086111,0.0725570204637968,0.0767335077828411,0.0773187043916867,0.0691875724346759,0.0731796764747553,0.0620142569380864,0.0771899380963595,0.0667754538039604,0.0642880842506207,0.0706118310290694,0.0712907504834319,0.0689812429238125,0.0638938262092187,0.0639589679512941,0.0655718933871653,0.0742679467987751,0.0762912027372578,0.0651482164945034,0.0680154541461646,0.0723984867081916,0.0673065833348149,0.06743993364902,0.0783845414217922,0.0154525051400218,0.00242677290126393,0.0024466608105933,0.02654266075676,0.156018550555522,0.0954746239499217,0.0670168521797218,0.00738542183560166,0.00233141298176596,0.00230904530689669,0.0882548151876299,0.0783847858887051
"127",0.036665429944621,0.172934925064979,0.00786043218095936,0.00878986396458519,0.187882994195775,0.208948686899925,0.16153962129347,0.170735211146579,0.191861463108146,0.164357091079512,0.172193830303646,0.179145197102484,0.223905481224223,0.176465854996768,0.17535914103373,0.190530430229436,0.191983482030061,0.171793761596506,0.181706214737962,0.153982313544312,0.186561873674528,0.165804435502158,0.159628260258369,0.175330216667943,0.172544226838339,0.171281442381476,0.15864931173353,0.158811059638743,0.162815977256927,0.184408405984428,0.189432180285407,0.161763981291024,0.164364020282941,0.179766509039437,0.167123237951638,0.167454348746268,0.19462997107726,0.504576265708527,0.412553440981082,0.415934402348945,0.00130044870604706,0.0129081217272053,0.00290065150185646,0.00272994503572368,0.0106835488974267,0.0150866412146681,0.0149418993400203,0.0423757667249078,0.0376366478649335
"128",0.0929311266743529,0.174346758994619,0.0933273482840365,0.104362543522642,0.173373062822944,0.275701568611363,0.0376487590053306,0.0981611862564817,0.0824812818023862,0.0733403777307507,0.0401318510430904,0.0811043814982871,0.0762929336936907,0.0767881325298721,0.0794367233083716,0.0444054170330035,0.044744068297789,0.0400386102008741,0.042348827078233,0.035887437195245,0.0844645854387808,0.0386427254456362,0.0372032932402973,0.040862823750786,0.0761357412406121,0.0399192080225972,0.0369751374677681,0.0370128347698555,0.0379462291720206,0.0429786053716938,0.0441494566244097,0.0377010488114519,0.0746116024812581,0.0418967552471843,0.0389500882783492,0.0390272576465282,0.0453608645212197,0.0102929176891839,0.00131179730858224,0.00132254776072302,0.172680527439758,0.0611721808721972,0.0268426666371637,0.0201449213769257,0,0,0,0,0
"129",0.008638505417917,0.0362422951090886,0.00501528004983314,0.00560829587578108,0.228812941089919,0.216803378456683,0.0262901022504424,0.198582483189133,0.0355684624953706,0.0307781406521661,0.0280240436948529,0.0336814286815892,0.205023609769193,0.0328207662995,0.0329749420132443,0.0310082718558108,0.0312447517986741,0.0279589336795284,0.0295721565195658,0.0250601724544423,0.0350761342481886,0.0269841883249779,0.025979033816284,0.0285344814286671,0.0322126193710863,0.0278755552214129,0.0258197127988774,0.0258460367987284,0.0264978254611233,0.0300119302642422,0.0308295348803626,0.0263266161857195,0.0309252909364311,0.0292564750740995,0.0271988195774679,0.0272527068936406,0.03167546017287,0.0215480429707261,0.0130352221559109,0.0131420485162143,0.00657308519895011,0.813897739409224,0.183443413519334,0.0039653827389463,0.00275184572817041,0.00257112292146477,0.00254645545928366,0.00388248008238599,0.00344828063293757
"13",0.0081931974539805,0.0302742921271968,0.00736715499306926,0.00823826078570528,0.0477519999982577,0.122366850360156,0.0200185150754303,0.0379770380417966,0.0258573291133751,0.022298412568384,0.0213388192954058,0.0243689341231171,0.0428212865854628,0.0238334496150915,0.0238564780697851,0.0236111503749722,0.0237912172783319,0.0212892414804959,0.0225176249015901,0.0190819889285024,0.0253779520727565,0.020547024718123,0.0197816530016593,0.0217274904908271,0.0233618847877295,0.0212257532176945,0.0196603385176606,0.0196803828439566,0.0201766852561668,0.0228524892263356,0.0234750516712295,0.0200463184957763,0.0223692383710166,0.0222772502649722,0.0207104550054114,0.020751487331604,0.0241191788054427,0.00232953806298065,0.000233113398492676,0.000235023811341883,0.081917209214513,0.0276125282714651,0.0167201496138321,0.0471243953926688,0.00097068583734025,0,0,0.0159147930188648,0.0141349527569078
"131",0.820628299306468,0.0370351114543301,0.00442601885355738,0.00494935936495929,0.0632972344006323,0.941883560917032,0.0305236243857775,0.0544988763901587,0.0375203159576157,0.032231614174752,0.0325367841997614,0.035170766554355,0.063609605905857,0.0345406129386481,0.0344290243435568,0.0360015656828767,0.0362761262335344,0.0324611894518756,0.0343341912207838,0.0290956377329926,0.0366269314411514,0.0313294798529302,0.0301624642825541,0.0331294182454891,0.033808381826758,0.0323643844751151,0.0299774876382736,0.0300080506188253,0.0307647974781691,0.0348447821827115,0.035794046508913,0.0305660181975105,0.0322755258846017,0.0339676752683094,0.0315786733961901,0.0316412382421669,0.0367761920190733,0.0360494487645483,0.000807067518992725,0.00081368160539201,0.00916163708418439,0.0309540980780997,0.0236677499669432,0.00342096038994588,0.000364525777632662,0.0206287669744201,0.0204308537105555,0.051831158884725,0.046034590666868
"132",0.601475255590537,0.684957564766939,0.592510462360273,0.662569976032111,0.703675939807258,0.10463701458351,0.0265299311449937,0.0593246083617218,0.051801817875964,0.045817491052555,0.0282796903011753,0.0505660048446943,0.0496474713755211,0.0481423118622695,0.049522275262122,0.0312911417925757,0.0315297790006615,0.0282139863260841,0.0298419256341939,0.0252887814343451,0.0526607739078253,0.0272303489520723,0.0262160250193731,0.0287947844534496,0.0476388133179821,0.0281298472561137,0.0260552506115188,0.0260818147494918,0.0267395492904114,0.0302857111719792,0.0311107743064954,0.0265667781750854,0.0465008103611307,0.0295233644155197,0.027446938157237,0.0275013170551976,0.0319644164700079,0.0121082744342327,0.00171897770086393,0.00173306508111948,0.0302292541457218,0.0135212253651145,0.0144502848151258,0.0236672292537771,0.00848299518531669,0.00304201402826647,0.00301282881686712,0.0321017382262295,0.028511621401831
"14",0.00552587986100555,0.0197138653953824,0.0038972664792918,0.00435808634920781,0.0250676804442875,0.0315222183594463,0.0137754244688261,0.0206985663453687,0.0179483981703872,0.0154881724087701,0.0146839709314189,0.0169306988760265,0.0238316018213126,0.0165470531722849,0.0165748355977029,0.0162476396169726,0.0163715498079742,0.0146498547423786,0.0154951473613506,0.0131309688160728,0.0176317390858366,0.0141391100187546,0.0136124315797698,0.014951428866014,0.016223627532351,0.0146061662986762,0.013528950936725,0.0135427441227769,0.013884266776547,0.015725578949081,0.016153985446988,0.0137945569527045,0.0155421237689095,0.0153297373577377,0.0142515719855876,0.0142798077317514,0.0165972313447102,0.0148268572957872,0.00206531466944421,0.00208224035328596,0.00825923067522537,0.00811641007917154,0.00538958464125007,0.00985029416516542,0.00360713420814959,0.00110360455335533,0.001093016524539,0.0169126982368911,0.0150212566564278
"15",0.0129233173354508,0.0250996688958117,0.0106258329737388,0.0118822507718868,0.277908407860761,0.2515122496476,0.0111710509885227,0.232092306300931,0.0156893461889281,0.0136122354806879,0.0119078282023236,0.0149117101618166,0.235853312694495,0.0144897161202278,0.0145995411558755,0.0131758706249006,0.0132763544295782,0.0118801619995024,0.0125656441033844,0.0106484357345942,0.0155292176825803,0.0114659783667123,0.0110388734372222,0.0121247207003667,0.014235293830893,0.011844733266739,0.0109711755944357,0.0109823610490131,0.011259315634887,0.012752510433473,0.0130999226560701,0.0111865662964849,0.0136941185533408,0.0124315064157543,0.01155717834161,0.0115800758545548,0.0134593687504619,0.0105201639108711,0.00306650127468247,0.00309163189126283,0.00784945594178236,0.295412408399395,0.239377356955416,0.00664943927067886,0.00323591622059141,0.00223298277152338,0.00221155944025914,0.0119670591875872,0.010628716066565
"16",0.00690869867199206,0.0411997311040526,0.00584382206484542,0.00653480620412443,0.0650051590189769,0.0603248820950474,0.0326753738844586,0.0552679604314413,0.0405510964011388,0.0348616741431228,0.0348304505155858,0.0380521265891912,0.0646323100240518,0.0373398363226267,0.037250073489273,0.0385394802480278,0.0388333958241493,0.03474952674914,0.0367545649553448,0.0311467219395898,0.0396276116942792,0.033538037778931,0.0322887539583376,0.0354648620381516,0.0365586592380624,0.0346458975480483,0.0320907374667386,0.0321234549711846,0.0329335483681034,0.037301149802942,0.0383173321010135,0.0327207562293353,0.0349216513318735,0.0363622116217315,0.0338047981116065,0.0338717734389293,0.0393687135276695,0.0179416883483141,0.00465206334937699,0.0046901879773711,0.00182863346912041,0.0212762527105969,0.0215793565512711,0.000844679830706152,0.440047528799311,0.000202066688322246,0.000200128051958097,0.135871675860781,0.120676386869594
