"Base Gene ID","Manuscript Gene ID","Manuscript Transcript ID","Genome Portal Gene ID","Genome Portal Transcript ID"
"G004858","HVAEP1_G004858","HVAEP1_T004858.3","HVAEP2.G004858","HVAEP2.T004858.3"
"G004859","HVAEP1_G004859","HVAEP1_T004859.1","HVAEP2.G004859","HVAEP2.T004859.1"
"G004860","HVAEP1_G004860","HVAEP1_T004860.1","HVAEP2.G004860","HVAEP2.T004860.1"
"G004861","HVAEP1_G004861","HVAEP1_T004861.1","HVAEP2.G004861","HVAEP2.T004861.1"
"G004861","HVAEP1_G004861","HVAEP1_T004861.2","HVAEP2.G004861","HVAEP2.T004861.2"
"G004862","HVAEP1_G004862","HVAEP1_T004862.1","HVAEP2.G004862","HVAEP2.T004862.1"
"G004863","HVAEP1_G004863","HVAEP1_T004863.1","HVAEP2.G004863","HVAEP2.T004863.1"
"G004864","HVAEP1_G004864","HVAEP1_T004864.1","HVAEP2.G004864","HVAEP2.T004864.1"
"G004864","HVAEP1_G004864","HVAEP1_T004864.2","HVAEP2.G004864","HVAEP2.T004864.2"
"G004865","HVAEP1_G004865","HVAEP1_T004865.1","HVAEP2.G004865","HVAEP2.T004865.1"
"G004866","HVAEP1_G004866","HVAEP1_T004866.1","HVAEP2.G004866","HVAEP2.T004866.1"
"G004867","HVAEP1_G004867","HVAEP1_T004867.1","HVAEP2.G004867","HVAEP2.T004867.1"
"G004867","HVAEP1_G004867","HVAEP1_T004867.2","HVAEP2.G004867","HVAEP2.T004867.2"
"G004867","HVAEP1_G004867","HVAEP1_T004867.3","HVAEP2.G004867","HVAEP2.T004867.3"
"G004868","HVAEP1_G004868","HVAEP1_T004868.1","HVAEP2.G004868","HVAEP2.T004868.1"
"G004869","HVAEP1_G004869","HVAEP1_T004869.1","HVAEP2.G004869","HVAEP2.T004869.1"
"G004870","HVAEP1_G004870","HVAEP1_T004870.1","HVAEP2.G004870","HVAEP2.T004870.1"
"G004871","HVAEP1_G004871","HVAEP1_T004871.1","HVAEP2.G004871","HVAEP2.T004871.1"
"G004871","HVAEP1_G004871","HVAEP1_T004871.2","HVAEP2.G004871","HVAEP2.T004871.2"
"G004872","HVAEP1_G004872","HVAEP1_T004872.1","HVAEP2.G004872","HVAEP2.T004872.1"
"G004873","HVAEP1_G004873","HVAEP1_T004873.1","HVAEP2.G004873","HVAEP2.T004873.1"
"G004873","HVAEP1_G004873","HVAEP1_T004873.2","HVAEP2.G004873","HVAEP2.T004873.2"
"G004873","HVAEP1_G004873","HVAEP1_T004873.3","HVAEP2.G004873","HVAEP2.T004873.3"
"G004873","HVAEP1_G004873","HVAEP1_T004873.4","HVAEP2.G004873","HVAEP2.T004873.4"
"G004874","HVAEP1_G004874","HVAEP1_T004874.1","HVAEP2.G004874","HVAEP2.T004874.1"
"G004875","HVAEP1_G004875","HVAEP1_T004875.1","HVAEP2.G004875","HVAEP2.T004875.1"
"G004876","HVAEP1_G004876","HVAEP1_T004876.1","HVAEP2.G004876","HVAEP2.T004876.1"
"G004877","HVAEP1_G004877","HVAEP1_T004877.1","HVAEP2.G004877","HVAEP2.T004877.1"
"G004877","HVAEP1_G004877","HVAEP1_T004877.2","HVAEP2.G004877","HVAEP2.T004877.2"
"G004877","HVAEP1_G004877","HVAEP1_T004877.3","HVAEP2.G004877","HVAEP2.T004877.3"
"G004878","HVAEP1_G004878","HVAEP1_T004878.1","HVAEP2.G004878","HVAEP2.T004878.1"
"G004879","HVAEP1_G004879","HVAEP1_T004879.1","HVAEP2.G004879","HVAEP2.T004879.1"
"G004879","HVAEP1_G004879","HVAEP1_T004879.2","HVAEP2.G004879","HVAEP2.T004879.2"
"G004879","HVAEP1_G004879","HVAEP1_T004879.3","HVAEP2.G004879","HVAEP2.T004879.3"
"G004879","HVAEP1_G004879","HVAEP1_T004879.4","HVAEP2.G004879","HVAEP2.T004879.4"
"G004879","HVAEP1_G004879","HVAEP1_T004879.5","HVAEP2.G004879","HVAEP2.T004879.5"
"G004879","HVAEP1_G004879","HVAEP1_T004879.6","HVAEP2.G004879","HVAEP2.T004879.6"
"G004879","HVAEP1_G004879","HVAEP1_T004879.7","HVAEP2.G004879","HVAEP2.T004879.7"
"G004880","HVAEP1_G004880","HVAEP1_T004880.1","HVAEP2.G004880","HVAEP2.T004880.1"
"G004881","HVAEP1_G004881","HVAEP1_T004881.1","HVAEP2.G004881","HVAEP2.T004881.1"
"G004882","HVAEP1_G004882","HVAEP1_T004882.1","HVAEP2.G004882","HVAEP2.T004882.1"
"G004883","HVAEP1_G004883","HVAEP1_T004883.1","HVAEP2.G004883","HVAEP2.T004883.1"
"G004884","HVAEP1_G004884","HVAEP1_T004884.1","HVAEP2.G004884","HVAEP2.T004884.1"
"G004885","HVAEP1_G004885","HVAEP1_T004885.1","HVAEP2.G004885","HVAEP2.T004885.1"
"G004886","HVAEP1_G004886","HVAEP1_T004886.1","HVAEP2.G004886","HVAEP2.T004886.1"
"G004887","HVAEP1_G004887","HVAEP1_T004887.1","HVAEP2.G004887","HVAEP2.T004887.1"
"G004888","HVAEP1_G004888","HVAEP1_T004888.1","HVAEP2.G004888","HVAEP2.T004888.1"
"G004889","HVAEP1_G004889","HVAEP1_T004889.1","HVAEP2.G004889","HVAEP2.T004889.1"
"G004890","HVAEP1_G004890","HVAEP1_T004890.1","HVAEP2.G004890","HVAEP2.T004890.1"
"G004891","HVAEP1_G004891","HVAEP1_T004891.1","HVAEP2.G004891","HVAEP2.T004891.1"
"G004891","HVAEP1_G004891","HVAEP1_T004891.2","HVAEP2.G004891","HVAEP2.T004891.2"
"G004891","HVAEP1_G004891","HVAEP1_T004891.3","HVAEP2.G004891","HVAEP2.T004891.3"
"G004892","HVAEP1_G004892","HVAEP1_T004892.1","HVAEP2.G004892","HVAEP2.T004892.1"
"G004892","HVAEP1_G004892","HVAEP1_T004892.2","HVAEP2.G004892","HVAEP2.T004892.2"
"G004892","HVAEP1_G004892","HVAEP1_T004892.3","HVAEP2.G004892","HVAEP2.T004892.3"
"G004892","HVAEP1_G004892","HVAEP1_T004892.4","HVAEP2.G004892","HVAEP2.T004892.4"
"G004893","HVAEP1_G004893","HVAEP1_T004893.1","HVAEP2.G004893","HVAEP2.T004893.1"
"G004894","HVAEP1_G004894","HVAEP1_T004894.1","HVAEP2.G004894","HVAEP2.T004894.1"
"G004895","HVAEP1_G004895","HVAEP1_T004895.1","HVAEP2.G004895","HVAEP2.T004895.1"
"G004896","HVAEP1_G004896","HVAEP1_T004896.1","HVAEP2.G004896","HVAEP2.T004896.1"
"G004896","HVAEP1_G004896","HVAEP1_T004896.2","HVAEP2.G004896","HVAEP2.T004896.2"
"G004897","HVAEP1_G004897","HVAEP1_T004897.1","HVAEP2.G004897","HVAEP2.T004897.1"
"G004898","HVAEP1_G004898","HVAEP1_T004898.1","HVAEP2.G004898","HVAEP2.T004898.1"
"G004899","HVAEP1_G004899","HVAEP1_T004899.1","HVAEP2.G004899","HVAEP2.T004899.1"
"G004900","HVAEP1_G004900","HVAEP1_T004900.1","HVAEP2.G004900","HVAEP2.T004900.1"
"G004901","HVAEP1_G004901","HVAEP1_T004901.1","HVAEP2.G004901","HVAEP2.T004901.1"
"G004902","HVAEP1_G004902","HVAEP1_T004902.1","HVAEP2.G004902","HVAEP2.T004902.1"
"G004903","HVAEP1_G004903","HVAEP1_T004903.1","HVAEP2.G004903","HVAEP2.T004903.1"
"G004904","HVAEP1_G004904","HVAEP1_T004904.1","HVAEP2.G004904","HVAEP2.T004904.1"
"G004905","HVAEP1_G004905","HVAEP1_T004905.1","HVAEP2.G004905","HVAEP2.T004905.1"
"G004906","HVAEP1_G004906","HVAEP1_T004906.1","HVAEP2.G004906","HVAEP2.T004906.1"
"G004907","HVAEP1_G004907","HVAEP1_T004907.1","HVAEP2.G004907","HVAEP2.T004907.1"
"G004907","HVAEP1_G004907","HVAEP1_T004907.2","HVAEP2.G004907","HVAEP2.T004907.2"
"G004908","HVAEP1_G004908","HVAEP1_T004908.1","HVAEP2.G004908","HVAEP2.T004908.1"
"G004908","HVAEP1_G004908","HVAEP1_T004908.2","HVAEP2.G004908","HVAEP2.T004908.2"
"G004909","HVAEP1_G004909","HVAEP1_T004909.1","HVAEP2.G004909","HVAEP2.T004909.1"
"G004910","HVAEP1_G004910","HVAEP1_T004910.1","HVAEP2.G004910","HVAEP2.T004910.1"
"G004911","HVAEP1_G004911","HVAEP1_T004911.1","HVAEP2.G004911","HVAEP2.T004911.1"
"G004912","HVAEP1_G004912","HVAEP1_T004912.1","HVAEP2.G004912","HVAEP2.T004912.1"
"G004913","HVAEP1_G004913","HVAEP1_T004913.1","HVAEP2.G004913","HVAEP2.T004913.1"
"G004913","HVAEP1_G004913","HVAEP1_T004913.2","HVAEP2.G004913","HVAEP2.T004913.2"
"G004914","HVAEP1_G004914","HVAEP1_T004914.1","HVAEP2.G004914","HVAEP2.T004914.1"
"G004915","HVAEP1_G004915","HVAEP1_T004915.1","HVAEP2.G004915","HVAEP2.T004915.1"
"G004916","HVAEP1_G004916","HVAEP1_T004916.1","HVAEP2.G004916","HVAEP2.T004916.1"
"G004917","HVAEP1_G004917","HVAEP1_T004917.1","HVAEP2.G004917","HVAEP2.T004917.1"
"G004918","HVAEP1_G004918","HVAEP1_T004918.1","HVAEP2.G004918","HVAEP2.T004918.1"
"G004918","HVAEP1_G004918","HVAEP1_T004918.2","HVAEP2.G004918","HVAEP2.T004918.2"
"G004919","HVAEP1_G004919","HVAEP1_T004919.1","HVAEP2.G004919","HVAEP2.T004919.1"
"G004920","HVAEP1_G004920","HVAEP1_T004920.1","HVAEP2.G004920","HVAEP2.T004920.1"
"G004921","HVAEP1_G004921","HVAEP1_T004921.1","HVAEP2.G004921","HVAEP2.T004921.1"
"G004921","HVAEP1_G004921","HVAEP1_T004921.2","HVAEP2.G004921","HVAEP2.T004921.2"
"G004921","HVAEP1_G004921","HVAEP1_T004921.3","HVAEP2.G004921","HVAEP2.T004921.3"
"G004922","HVAEP1_G004922","HVAEP1_T004922.1","HVAEP2.G004922","HVAEP2.T004922.1"
"G004923","HVAEP1_G004923","HVAEP1_T004923.1","HVAEP2.G004923","HVAEP2.T004923.1"
"G004923","HVAEP1_G004923","HVAEP1_T004923.2","HVAEP2.G004923","HVAEP2.T004923.2"
"G004924","HVAEP1_G004924","HVAEP1_T004924.1","HVAEP2.G004924","HVAEP2.T004924.1"
"G004925","HVAEP1_G004925","HVAEP1_T004925.1","HVAEP2.G004925","HVAEP2.T004925.1"
"G004925","HVAEP1_G004925","HVAEP1_T004925.2","HVAEP2.G004925","HVAEP2.T004925.2"
"G004925","HVAEP1_G004925","HVAEP1_T004925.3","HVAEP2.G004925","HVAEP2.T004925.3"
"G004926","HVAEP1_G004926","HVAEP1_T004926.1","HVAEP2.G004926","HVAEP2.T004926.1"
"G004927","HVAEP1_G004927","HVAEP1_T004927.1","HVAEP2.G004927","HVAEP2.T004927.1"
"G004928","HVAEP1_G004928","HVAEP1_T004928.1","HVAEP2.G004928","HVAEP2.T004928.1"
"G004929","HVAEP1_G004929","HVAEP1_T004929.1","HVAEP2.G004929","HVAEP2.T004929.1"
"G004930","HVAEP1_G004930","HVAEP1_T004930.1","HVAEP2.G004930","HVAEP2.T004930.1"
"G004931","HVAEP1_G004931","HVAEP1_T004931.1","HVAEP2.G004931","HVAEP2.T004931.1"
"G004932","HVAEP1_G004932","HVAEP1_T004932.1","HVAEP2.G004932","HVAEP2.T004932.1"
"G004933","HVAEP1_G004933","HVAEP1_T004933.1","HVAEP2.G004933","HVAEP2.T004933.1"
"G004934","HVAEP1_G004934","HVAEP1_T004934.1","HVAEP2.G004934","HVAEP2.T004934.1"
"G004935","HVAEP1_G004935","HVAEP1_T004935.1","HVAEP2.G004935","HVAEP2.T004935.1"
"G004936","HVAEP1_G004936","HVAEP1_T004936.1","HVAEP2.G004936","HVAEP2.T004936.1"
"G004937","HVAEP1_G004937","HVAEP1_T004937.1","HVAEP2.G004937","HVAEP2.T004937.1"
"G004938","HVAEP1_G004938","HVAEP1_T004938.1","HVAEP2.G004938","HVAEP2.T004938.1"
"G004939","HVAEP1_G004939","HVAEP1_T004939.1","HVAEP2.G004939","HVAEP2.T004939.1"
"G004940","HVAEP1_G004940","HVAEP1_T004940.1","HVAEP2.G004940","HVAEP2.T004940.1"
"G004941","HVAEP1_G004941","HVAEP1_T004941.1","HVAEP2.G004941","HVAEP2.T004941.1"
"G004941","HVAEP1_G004941","HVAEP1_T004941.2","HVAEP2.G004941","HVAEP2.T004941.2"
"G004942","HVAEP1_G004942","HVAEP1_T004942.1","HVAEP2.G004942","HVAEP2.T004942.1"
"G004942","HVAEP1_G004942","HVAEP1_T004942.2","HVAEP2.G004942","HVAEP2.T004942.2"
"G004943","HVAEP1_G004943","HVAEP1_T004943.1","HVAEP2.G004943","HVAEP2.T004943.1"
"G004944","HVAEP1_G004944","HVAEP1_T004944.1","HVAEP2.G004944","HVAEP2.T004944.1"
"G004945","HVAEP1_G004945","HVAEP1_T004945.1","HVAEP2.G004945","HVAEP2.T004945.1"
"G004946","HVAEP1_G004946","HVAEP1_T004946.1","HVAEP2.G004946","HVAEP2.T004946.1"
"G004947","HVAEP1_G004947","HVAEP1_T004947.1","HVAEP2.G004947","HVAEP2.T004947.1"
"G004948","HVAEP1_G004948","HVAEP1_T004948.1","HVAEP2.G004948","HVAEP2.T004948.1"
"G004949","HVAEP1_G004949","HVAEP1_T004949.1","HVAEP2.G004949","HVAEP2.T004949.1"
"G004950","HVAEP1_G004950","HVAEP1_T004950.1","HVAEP2.G004950","HVAEP2.T004950.1"
"G004950","HVAEP1_G004950","HVAEP1_T004950.2","HVAEP2.G004950","HVAEP2.T004950.2"
"G004951","HVAEP1_G004951","HVAEP1_T004951.1","HVAEP2.G004951","HVAEP2.T004951.1"
"G004951","HVAEP1_G004951","HVAEP1_T004951.2","HVAEP2.G004951","HVAEP2.T004951.2"
"G004952","HVAEP1_G004952","HVAEP1_T004952.1","HVAEP2.G004952","HVAEP2.T004952.1"
"G004953","HVAEP1_G004953","HVAEP1_T004953.1","HVAEP2.G004953","HVAEP2.T004953.1"
"G004954","HVAEP1_G004954","HVAEP1_T004954.1","HVAEP2.G004954","HVAEP2.T004954.1"
"G004955","HVAEP1_G004955","HVAEP1_T004955.1","HVAEP2.G004955","HVAEP2.T004955.1"
"G004956","HVAEP1_G004956","HVAEP1_T004956.1","HVAEP2.G004956","HVAEP2.T004956.1"
"G004957","HVAEP1_G004957","HVAEP1_T004957.1","HVAEP2.G004957","HVAEP2.T004957.1"
"G004958","HVAEP1_G004958","HVAEP1_T004958.1","HVAEP2.G004958","HVAEP2.T004958.1"
"G004959","HVAEP1_G004959","HVAEP1_T004959.1","HVAEP2.G004959","HVAEP2.T004959.1"
"G004960","HVAEP1_G004960","HVAEP1_T004960.1","HVAEP2.G004960","HVAEP2.T004960.1"
"G004960","HVAEP1_G004960","HVAEP1_T004960.2","HVAEP2.G004960","HVAEP2.T004960.2"
"G004960","HVAEP1_G004960","HVAEP1_T004960.3","HVAEP2.G004960","HVAEP2.T004960.3"
"G004961","HVAEP1_G004961","HVAEP1_T004961.1","HVAEP2.G004961","HVAEP2.T004961.1"
"G004962","HVAEP1_G004962","HVAEP1_T004962.1","HVAEP2.G004962","HVAEP2.T004962.1"
"G004963","HVAEP1_G004963","HVAEP1_T004963.1","HVAEP2.G004963","HVAEP2.T004963.1"
"G004964","HVAEP1_G004964","HVAEP1_T004964.1","HVAEP2.G004964","HVAEP2.T004964.1"
"G004965","HVAEP1_G004965","HVAEP1_T004965.1","HVAEP2.G004965","HVAEP2.T004965.1"
"G004966","HVAEP1_G004966","HVAEP1_T004966.1","HVAEP2.G004966","HVAEP2.T004966.1"
"G004967","HVAEP1_G004967","HVAEP1_T004967.1","HVAEP2.G004967","HVAEP2.T004967.1"
"G004968","HVAEP1_G004968","HVAEP1_T004968.1","HVAEP2.G004968","HVAEP2.T004968.1"
"G004969","HVAEP1_G004969","HVAEP1_T004969.1","HVAEP2.G004969","HVAEP2.T004969.1"
"G004970","HVAEP1_G004970","HVAEP1_T004970.1","HVAEP2.G004970","HVAEP2.T004970.1"
"G004971","HVAEP1_G004971","HVAEP1_T004971.1","HVAEP2.G004971","HVAEP2.T004971.1"
"G004972","HVAEP1_G004972","HVAEP1_T004972.1","HVAEP2.G004972","HVAEP2.T004972.1"
"G004973","HVAEP1_G004973","HVAEP1_T004973.1","HVAEP2.G004973","HVAEP2.T004973.1"
"G004974","HVAEP1_G004974","HVAEP1_T004974.1","HVAEP2.G004974","HVAEP2.T004974.1"
"G004975","HVAEP1_G004975","HVAEP1_T004975.1","HVAEP2.G004975","HVAEP2.T004975.1"
"G004976","HVAEP1_G004976","HVAEP1_T004976.1","HVAEP2.G004976","HVAEP2.T004976.1"
"G004977","HVAEP1_G004977","HVAEP1_T004977.1","HVAEP2.G004977","HVAEP2.T004977.1"
"G004978","HVAEP1_G004978","HVAEP1_T004978.1","HVAEP2.G004978","HVAEP2.T004978.1"
"G004978","HVAEP1_G004978","HVAEP1_T004978.2","HVAEP2.G004978","HVAEP2.T004978.2"
"G004979","HVAEP1_G004979","HVAEP1_T004979.1","HVAEP2.G004979","HVAEP2.T004979.1"
"G004979","HVAEP1_G004979","HVAEP1_T004979.2","HVAEP2.G004979","HVAEP2.T004979.2"
"G004980","HVAEP1_G004980","HVAEP1_T004980.1","HVAEP2.G004980","HVAEP2.T004980.1"
"G004981","HVAEP1_G004981","HVAEP1_T004981.1","HVAEP2.G004981","HVAEP2.T004981.1"
"G004981","HVAEP1_G004981","HVAEP1_T004981.2","HVAEP2.G004981","HVAEP2.T004981.2"
"G004982","HVAEP1_G004982","HVAEP1_T004982.1","HVAEP2.G004982","HVAEP2.T004982.1"
"G004983","HVAEP1_G004983","HVAEP1_T004983.1","HVAEP2.G004983","HVAEP2.T004983.1"
"G004984","HVAEP1_G004984","HVAEP1_T004984.1","HVAEP2.G004984","HVAEP2.T004984.1"
"G004985","HVAEP1_G004985","HVAEP1_T004985.1","HVAEP2.G004985","HVAEP2.T004985.1"
"G004986","HVAEP1_G004986","HVAEP1_T004986.1","HVAEP2.G004986","HVAEP2.T004986.1"
"G004986","HVAEP1_G004986","HVAEP1_T004986.2","HVAEP2.G004986","HVAEP2.T004986.2"
"G004987","HVAEP1_G004987","HVAEP1_T004987.1","HVAEP2.G004987","HVAEP2.T004987.1"
"G004988","HVAEP1_G004988","HVAEP1_T004988.1","HVAEP2.G004988","HVAEP2.T004988.1"
"G004989","HVAEP1_G004989","HVAEP1_T004989.1","HVAEP2.G004989","HVAEP2.T004989.1"
"G004990","HVAEP1_G004990","HVAEP1_T004990.1","HVAEP2.G004990","HVAEP2.T004990.1"
"G004991","HVAEP1_G004991","HVAEP1_T004991.1","HVAEP2.G004991","HVAEP2.T004991.1"
"G004992","HVAEP1_G004992","HVAEP1_T004992.1","HVAEP2.G004992","HVAEP2.T004992.1"
"G004993","HVAEP1_G004993","HVAEP1_T004993.1","HVAEP2.G004993","HVAEP2.T004993.1"
"G004994","HVAEP1_G004994","HVAEP1_T004994.1","HVAEP2.G004994","HVAEP2.T004994.1"
"G004995","HVAEP1_G004995","HVAEP1_T004995.1","HVAEP2.G004995","HVAEP2.T004995.1"
"G004996","HVAEP1_G004996","HVAEP1_T004996.1","HVAEP2.G004996","HVAEP2.T004996.1"
"G004997","HVAEP1_G004997","HVAEP1_T004997.1","HVAEP2.G004997","HVAEP2.T004997.1"
"G004998","HVAEP1_G004998","HVAEP1_T004998.1","HVAEP2.G004998","HVAEP2.T004998.1"
"G004999","HVAEP1_G004999","HVAEP1_T004999.1","HVAEP2.G004999","HVAEP2.T004999.1"
"G004999","HVAEP1_G004999","HVAEP1_T004999.2","HVAEP2.G004999","HVAEP2.T004999.2"
"G005000","HVAEP1_G005000","HVAEP1_T005000.1","HVAEP2.G005000","HVAEP2.T005000.1"
"G005001","HVAEP1_G005001","HVAEP1_T005001.1","HVAEP2.G005001","HVAEP2.T005001.1"
"G005002","HVAEP1_G005002","HVAEP1_T005002.1","HVAEP2.G005002","HVAEP2.T005002.1"
"G005002","HVAEP1_G005002","HVAEP1_T005002.2","HVAEP2.G005002","HVAEP2.T005002.2"
"G005003","HVAEP1_G005003","HVAEP1_T005003.1","HVAEP2.G005003","HVAEP2.T005003.1"
"G005004","HVAEP1_G005004","HVAEP1_T005004.1","HVAEP2.G005004","HVAEP2.T005004.1"
"G005004","HVAEP1_G005004","HVAEP1_T005004.2","HVAEP2.G005004","HVAEP2.T005004.2"
"G005004","HVAEP1_G005004","HVAEP1_T005004.3","HVAEP2.G005004","HVAEP2.T005004.3"
"G005005","HVAEP1_G005005","HVAEP1_T005005.1","HVAEP2.G005005","HVAEP2.T005005.1"
"G005006","HVAEP1_G005006","HVAEP1_T005006.1","HVAEP2.G005006","HVAEP2.T005006.1"
"G005007","HVAEP1_G005007","HVAEP1_T005007.1","HVAEP2.G005007","HVAEP2.T005007.1"
"G005008","HVAEP1_G005008","HVAEP1_T005008.1","HVAEP2.G005008","HVAEP2.T005008.1"
"G005009","HVAEP1_G005009","HVAEP1_T005009.1","HVAEP2.G005009","HVAEP2.T005009.1"
"G005009","HVAEP1_G005009","HVAEP1_T005009.2","HVAEP2.G005009","HVAEP2.T005009.2"
"G005009","HVAEP1_G005009","HVAEP1_T005009.3","HVAEP2.G005009","HVAEP2.T005009.3"
"G005010","HVAEP1_G005010","HVAEP1_T005010.1","HVAEP2.G005010","HVAEP2.T005010.1"
"G005010","HVAEP1_G005010","HVAEP1_T005010.2","HVAEP2.G005010","HVAEP2.T005010.2"
"G005011","HVAEP1_G005011","HVAEP1_T005011.1","HVAEP2.G005011","HVAEP2.T005011.1"
"G005011","HVAEP1_G005011","HVAEP1_T005011.2","HVAEP2.G005011","HVAEP2.T005011.2"
"G005012","HVAEP1_G005012","HVAEP1_T005012.1","HVAEP2.G005012","HVAEP2.T005012.1"
"G005013","HVAEP1_G005013","HVAEP1_T005013.1","HVAEP2.G005013","HVAEP2.T005013.1"
"G005013","HVAEP1_G005013","HVAEP1_T005013.2","HVAEP2.G005013","HVAEP2.T005013.2"
"G005013","HVAEP1_G005013","HVAEP1_T005013.3","HVAEP2.G005013","HVAEP2.T005013.3"
"G005013","HVAEP1_G005013","HVAEP1_T005013.4","HVAEP2.G005013","HVAEP2.T005013.4"
"G005013","HVAEP1_G005013","HVAEP1_T005013.5","HVAEP2.G005013","HVAEP2.T005013.5"
"G005014","HVAEP1_G005014","HVAEP1_T005014.1","HVAEP2.G005014","HVAEP2.T005014.1"
"G005015","HVAEP1_G005015","HVAEP1_T005015.1","HVAEP2.G005015","HVAEP2.T005015.1"
"G005016","HVAEP1_G005016","HVAEP1_T005016.1","HVAEP2.G005016","HVAEP2.T005016.1"
"G005016","HVAEP1_G005016","HVAEP1_T005016.2","HVAEP2.G005016","HVAEP2.T005016.2"
"G005016","HVAEP1_G005016","HVAEP1_T005016.3","HVAEP2.G005016","HVAEP2.T005016.3"
"G005016","HVAEP1_G005016","HVAEP1_T005016.4","HVAEP2.G005016","HVAEP2.T005016.4"
"G005016","HVAEP1_G005016","HVAEP1_T005016.5","HVAEP2.G005016","HVAEP2.T005016.5"
"G005016","HVAEP1_G005016","HVAEP1_T005016.6","HVAEP2.G005016","HVAEP2.T005016.6"
"G005017","HVAEP1_G005017","HVAEP1_T005017.1","HVAEP2.G005017","HVAEP2.T005017.1"
"G005018","HVAEP1_G005018","HVAEP1_T005018.1","HVAEP2.G005018","HVAEP2.T005018.1"
"G005019","HVAEP1_G005019","HVAEP1_T005019.1","HVAEP2.G005019","HVAEP2.T005019.1"
"G005020","HVAEP1_G005020","HVAEP1_T005020.1","HVAEP2.G005020","HVAEP2.T005020.1"
"G005021","HVAEP1_G005021","HVAEP1_T005021.1","HVAEP2.G005021","HVAEP2.T005021.1"
"G005022","HVAEP1_G005022","HVAEP1_T005022.1","HVAEP2.G005022","HVAEP2.T005022.1"
"G005023","HVAEP1_G005023","HVAEP1_T005023.1","HVAEP2.G005023","HVAEP2.T005023.1"
"G005024","HVAEP1_G005024","HVAEP1_T005024.1","HVAEP2.G005024","HVAEP2.T005024.1"
"G005025","HVAEP1_G005025","HVAEP1_T005025.1","HVAEP2.G005025","HVAEP2.T005025.1"
"G005026","HVAEP1_G005026","HVAEP1_T005026.1","HVAEP2.G005026","HVAEP2.T005026.1"
"G005027","HVAEP1_G005027","HVAEP1_T005027.1","HVAEP2.G005027","HVAEP2.T005027.1"
"G005028","HVAEP1_G005028","HVAEP1_T005028.1","HVAEP2.G005028","HVAEP2.T005028.1"
"G005029","HVAEP1_G005029","HVAEP1_T005029.1","HVAEP2.G005029","HVAEP2.T005029.1"
"G005029","HVAEP1_G005029","HVAEP1_T005029.2","HVAEP2.G005029","HVAEP2.T005029.2"
"G005029","HVAEP1_G005029","HVAEP1_T005029.3","HVAEP2.G005029","HVAEP2.T005029.3"
"G005030","HVAEP1_G005030","HVAEP1_T005030.1","HVAEP2.G005030","HVAEP2.T005030.1"
"G005031","HVAEP1_G005031","HVAEP1_T005031.1","HVAEP2.G005031","HVAEP2.T005031.1"
"G005032","HVAEP1_G005032","HVAEP1_T005032.1","HVAEP2.G005032","HVAEP2.T005032.1"
"G005033","HVAEP1_G005033","HVAEP1_T005033.1","HVAEP2.G005033","HVAEP2.T005033.1"
"G005034","HVAEP1_G005034","HVAEP1_T005034.1","HVAEP2.G005034","HVAEP2.T005034.1"
"G005034","HVAEP1_G005034","HVAEP1_T005034.2","HVAEP2.G005034","HVAEP2.T005034.2"
"G005035","HVAEP1_G005035","HVAEP1_T005035.1","HVAEP2.G005035","HVAEP2.T005035.1"
"G005035","HVAEP1_G005035","HVAEP1_T005035.2","HVAEP2.G005035","HVAEP2.T005035.2"
"G005036","HVAEP1_G005036","HVAEP1_T005036.1","HVAEP2.G005036","HVAEP2.T005036.1"
"G005037","HVAEP1_G005037","HVAEP1_T005037.1","HVAEP2.G005037","HVAEP2.T005037.1"
"G005038","HVAEP1_G005038","HVAEP1_T005038.1","HVAEP2.G005038","HVAEP2.T005038.1"
"G005039","HVAEP1_G005039","HVAEP1_T005039.1","HVAEP2.G005039","HVAEP2.T005039.1"
"G005039","HVAEP1_G005039","HVAEP1_T005039.2","HVAEP2.G005039","HVAEP2.T005039.2"
"G005040","HVAEP1_G005040","HVAEP1_T005040.1","HVAEP2.G005040","HVAEP2.T005040.1"
"G005041","HVAEP1_G005041","HVAEP1_T005041.1","HVAEP2.G005041","HVAEP2.T005041.1"
"G005042","HVAEP1_G005042","HVAEP1_T005042.1","HVAEP2.G005042","HVAEP2.T005042.1"
"G005043","HVAEP1_G005043","HVAEP1_T005043.1","HVAEP2.G005043","HVAEP2.T005043.1"
"G005044","HVAEP1_G005044","HVAEP1_T005044.1","HVAEP2.G005044","HVAEP2.T005044.1"
"G005045","HVAEP1_G005045","HVAEP1_T005045.1","HVAEP2.G005045","HVAEP2.T005045.1"
"G005046","HVAEP1_G005046","HVAEP1_T005046.1","HVAEP2.G005046","HVAEP2.T005046.1"
"G005047","HVAEP1_G005047","HVAEP1_T005047.1","HVAEP2.G005047","HVAEP2.T005047.1"
"G005048","HVAEP1_G005048","HVAEP1_T005048.1","HVAEP2.G005048","HVAEP2.T005048.1"
"G005049","HVAEP1_G005049","HVAEP1_T005049.1","HVAEP2.G005049","HVAEP2.T005049.1"
"G005050","HVAEP1_G005050","HVAEP1_T005050.1","HVAEP2.G005050","HVAEP2.T005050.1"
"G005051","HVAEP1_G005051","HVAEP1_T005051.1","HVAEP2.G005051","HVAEP2.T005051.1"
"G005051","HVAEP1_G005051","HVAEP1_T005051.2","HVAEP2.G005051","HVAEP2.T005051.2"
