"","Interstitial SCs","Female Germ Cells","Male Germ Cells","Early NBs","Early/Mid NBs","Isorhiza NBs 1","Isorhiza NBs 2","Early Desmoneme NBs","Mid/Late Desmoneme NBs","Late Desmoneme NBs","Mid Stenotele NBs","Mid/Late Stenotele NBs","Late Stenotele NBs","Early Maturing NCs","Late Iso NCs","Mid Nematocytes","Mid Desmoneme NCs","Late Desmoneme NCs","Late Stenotele NCs","Neurogenesis","Ec1 Neurons","Ec1/5 Neurons","Ec2 Neurons","Ec3 Neurons","Ec4 Neurons","Ec5 Neurons","En1 Neurons","En2 Neurons","En3 Neurons","Mucous GCs","Granular Mucous GCs Tip","Granular Mucous GCs","Zymogen GCs 1","Zymogen GCs 2","Zymogen GCs 3","Zymogen GCs 4","Spumous Mucous GCs Tip","Spumous Mucous GCs","Ecto Basal Disk","Ecto Aboral SCs","Ecto SCs 1","Ecto SCs 2","Ecto Somatic Gonad","Ecto Head","Ecto Tentacle","Ecto Tentacle Tip","Epithelial Head Organizer","Endo Foot","Endo Mid SCs","Endo SCs","Endo Head","Endo Tentacle","Endo Tentacle Tip"
"MA1440.1 fkh-9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790029043365695,0,0,0.928670159393197,0.879122358018939,0.923250680614929,0,1,0,0,0,0,0,0,0,0,0,0.626509673123914,0,0,0,0,0,0,0.588704362440922,0.641355475689303,0,0,0,0,0,0
"MA0446.1 fkh",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675241658572927,0.867464642538774,0,1,0,0.616657379392331,0,0,0,0,0,0,0,0,0,0.496724828782396,0.512495093053651,0.752537391931978,0.495187243391139,0.498063086528551,0.494915400857382,0.499542020515031
"MA0157.2 FOXO3",0,0,0,0,0,0,0,0,0,0.383974173065256,0,0,0.754032418068439,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355294521798846,0.365138332325545,0,0
"MA0593.1 FOXP2",0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88515190309293,0.854196602145006,0,0
"MA0092.1 Hand1::Tcf3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703802242117156,0,0,0,0,0.87550900190212,0,0.869692432634065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1459.1 M1BP",0,0,0,0,1,0,0,0,0.906229031712651,0,0,0,0,0,0,0,0,0,0,0.972427163565799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0535.1 Mad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0454.1 odd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1646.1 OSR2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929083410004209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791166005805809,0,0,0,0,0,0,0,0,0
"MA0060.3 NFYA",0,0,0,0,0,0.284086361414843,0.285036866853728,0,0.129590611438032,0.134343947106551,0,0,0,0,0,0,0,0,0,0.275481256330702,0,0,0,0,0.309140727169602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0696.1 ZIC1",0,0,0,0,0,0.992529088972488,0.932175703397064,0.905279688136097,0.966374028499249,0.963331255953631,0,0,0.434013549193489,0.964506703312426,0,0,0,0,0,0.901145957839482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971681349238858,0.361736717768961,0,0,0,0,0,0,0,0
"MA1629.1 Zic2",0,0,0,0,0,0,0.190841285262067,0.367579506266009,0.936826984235297,0.955331178351993,0,0,0.157064730111085,0.189600474800307,0,0,0,0,0,0.886573052856539,0.172919027998972,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.933932507503053,0,0.134874935810313,0.28745800447078,0,0,0,0,0,0
"MA0673.1 NKX2-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857995949813766,0,0,0,0,0
"MA0253.1 vnd",0,0,0,0,0,1,0,0,0,0,0,0.937736294490509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784371965244382,0,0,0,0,0
"MA1647.1 PRDM4",0,0,0,0,0,0,0.911764810485276,0.837249573551363,0.878675169672297,0.905427699987299,0,0,0.806202217833138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761860961447887,0
"MA0748.2 YY2",0,0,0,0.891994915203338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0095.2 YY1",0.821933640996596,0,0,0.92396914973102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0808.1 TEAD3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.967664801065644,0,0,0,0,0,0,0
"MA1121.1 TEAD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MA0521.1 Tcf12",0,0,0,0,0.109105427751771,0.0457497277902736,0.164986533692331,0.0673261316091713,0.374975409319696,0.561136605108055,0,0.0216255137597015,0.54548629533591,0.629486066819091,0,0,0,0,0,0.713791685161532,0.6406322145497,0.704432062686562,0.972805839395664,0.800895711597769,0.860169973589591,0.648249343668115,0.827957383905573,0.885164147646212,0.835706554538834,0,0,0.396816101591999,0.334651023005972,0.070123337296349,0.426470614365715,0.0250898482149905,0.649680990964697,0.0394043749375989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0744.2 SCRT2",0,0,0,0,0,0.40665951356975,0.823563816319615,0.392647416146967,0.818091447534034,0.868978384074006,0,0,0.768205110078523,0.436266802846994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0532.1 Stat92E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1601.1 ZNF75D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0467.1 Crx",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.269792447019952,0,0,0.771032507557213,0.602883458020619,0.289521560714107,0.638093575087705,0,0,0,0.295768620867195,0,0.30040570753136
"MA0069.1 PAX6",0,0,0,0,0.850456601152748,1,0.907045324686089,0.854735515389249,0.848041262021981,0.807730864576861,0.719564016869612,0.860132384782572,0.756015796315726,0.896057306562185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1618.1 Ptf1a",0,0,0,0,0,0,0,0,0,0.151993814882982,0,0,0.186861608708237,0.311369461524064,0,0,0,0,0,0.655032297288477,0.624162830896964,0.698023035268688,0.927900345977467,0.896273019252618,0.879838342040503,0.614038114412043,0.97352051193725,0.90505365544511,0.983044317044337,0,0,0.050065848011454,0.06114230973916,0,0.127076804679344,0,0.231393938175869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1108.2 MXI1",0.812417247615308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1570.1 TFAP4(var.2)",0.14572386118991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845203868203384,0,0.160735343924539,0.219558983054348,0.969168456528354,0.66112351773999,0,0.976521386857395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0067.1 Pax2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0014.3 PAX5",0,0,0,0,0.977116999607483,1,0.939367068760047,0.999019636680769,0.999939037791177,0.920208470483587,0,0.94911170825085,0,0,0,0,0,0,0,0.862399587427943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1462.1 vfl",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0255.1 z",0,0,0,0,0,1,0.980646202708427,0.972653996741732,0.963612865644786,0.901406173209952,0,0.91891684167031,0.855683830470739,0,0,0,0,0,0,0.963887402708792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1133.1 JUN::JUNB(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MA1126.1 FOS::JUN(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.940675610591627,0,0,0,0,0,0,1
"MA0656.1 JDP2(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974076364995081,0,0,0,0,0.971475710221153,0.992959929276636,0.5,0,0,0,0,0
"MA0605.2 ATF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931095553729913,0,0,0,0,0,0,0.93645551430986,0.985889155715248,0,0,1,0,0,0
"MA1704.1 zip-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588664314820653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723663335678366,0.857142857142857,0.695166173044876,0.0582537026767583,0,0.420591331400071,0,0.712121814527969,0.741468729040859,0.158762199637778,0,0.327394005733579,0.382460518556742,0,0.828449489645107
"MA1136.1 FOSB::JUNB(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.988629246783179,0,0,0,0,0,0.99068383152008,0,0,0,0,0,0
"MA0051.1 IRF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0772.1 IRF7",0,0,0,0,0,1,0,0,0.818535467086243,0.832401231181812,0,0,0.795528280146395,0.961518712569256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1623.1 Stat2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MA0537.1 blmp-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0653.1 IRF9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503813917398847,0,0.264354004931362
"MA1419.1 IRF4",0,0,0,0,0.957940337070671,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763160534867138,0.740810878210483,0,0
"MA0538.1 daf-12",0,0,0,0,0,1,0.937429259453233,0.961547924401666,0.947653395614852,0.962340460488619,0,0,0.835443597888002,0.975858037073858,0,0,0,0,0,0.878690898037839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0471.2 E2F6",0.192365811025544,0.141557508949141,0,0.22610657309408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243273520405474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057227839944509,0,0,0,0,0,0
"MA0766.2 GATA5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930479784333313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0543.1 eor-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0242.1 Bgb::run",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.931416991854222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888419093830074,0,0,0,0,0,0
"MA0160.1 NR4A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1451.1 nhr-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MA0141.3 ESRRB",0,0,0,0,0,1,0,0,0.839718151859482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0544.1 snpc-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80475136830275,0,0,0,0,0,0
"MA0632.2 TCFL5",0.924370166303684,0,0,0.939031700564741,1,0.945472394972209,0,0.985186220653468,0.905964384239866,0,0,0,0,0.941026506516638,0,0,0,0,0,0.995236146859636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1474.1 CREB3L4",0,0,0,0.777009432132035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817296004142839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1466.1 ATF6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0155.1 INSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815321707482634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1637.1 EBF3",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0162.4 EGR1",0,0,0,0,0,0,0,0,0,0.963882462532325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1565.1 TBX18",0,0,0,0,0,0,0,0.327825423911575,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0.986034630966058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283430742922933,0,0,0,0,0,0
"MA0806.1 TBX4",0,0,0,0,0,0,0,0,0,0.379410998085321,0,0,0,0,0,0,0,0,0,0.39103371588683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322772067303077,0,0,0,0,0,0
"MA0690.1 TBX21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MA0802.1 TBR1",0,0,0,0,0,0,0,0.940055945999747,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0805.1 TBX1",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754204244953355,0,0,0,0,0,0
"MA0800.1 EOMES",0,0,0,0,0,0,0,0.915614594060088,0,0.923501964599974,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1491.1 GLI3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0736.1 GLIS2",0,0,0,0,0,1,0,0,0.877105786721955,0.886400384698029,0,0,0,0,0,0,0,0,0,0.900913301639063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0737.1 GLIS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987635901490638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MA0161.2 NFIC",0,0,0,0,0,0,0,0,0.947262177297539,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0683.1 POU4F2",0,0,0,0,0,0.22197357571824,0.207658243408622,0.421138290364966,0.194185381690896,0.688772547957922,0,0.204386266273908,0.402221150178086,0.5074694424505,0.695228705519441,0.844986259761594,0.223741414744329,0.606433503397191,0.647930467519175,0.209970486512131,0.743864721638155,0.862853954097301,0.959275713505686,0.509910309725534,0.983435403266565,0.614568070133249,0.871920359673245,0.937766966019845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA1494.1 HNF4A(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0728.1 Nr2f6(var.2)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0486.2 HSF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913343674746133,0,0,0,0,0,0,0,0,1,0,0,0
