"","Interstitial SCs","Female Germ Cells","Male Germ Cells","Early NBs","Early/Mid NBs","Isorhiza NBs 1","Isorhiza NBs 2","Early Desmoneme NBs","Mid/Late Desmoneme NBs","Late Desmoneme NBs","Mid Stenotele NBs","Mid/Late Stenotele NBs","Late Stenotele NBs","Early Maturing NCs","Late Iso NCs","Mid Nematocytes","Mid Desmoneme NCs","Late Desmoneme NCs","Late Stenotele NCs","Neurogenesis","Ec1 Neurons","Ec1/5 Neurons","Ec2 Neurons","Ec3 Neurons","Ec4 Neurons","Ec5 Neurons","En1 Neurons","En2 Neurons","En3 Neurons","Mucous GCs","Granular Mucous GCs Tip","Granular Mucous GCs","Zymogen GCs 1","Zymogen GCs 2","Zymogen GCs 3","Zymogen GCs 4","Spumous Mucous GCs Tip","Spumous Mucous GCs","Ecto Basal Disk","Ecto Aboral SCs","Ecto SCs 1","Ecto SCs 2","Ecto Somatic Gonad","Ecto Head","Ecto Tentacle","Ecto Tentacle Tip","Epithelial Head Organizer","Endo Foot","Endo Mid SCs","Endo SCs","Endo Head","Endo Tentacle","Endo Tentacle Tip"
"MA0500.2 MYOG",0,0,0,0,0,0,0,0,0.593543437102823,0.663699855557685,0,0,0.607732100873918,0.839451752155661,0,0,0,0,0,0.691875089892737,0.635502815561514,0.676806209467918,0.994270505149234,0.833278420140302,0.883249634969384,0,0.788391884852623,1,0.870714855794617,0,0,0,0,0,0,0,0.739591285848711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0502.2 NFYB",0,0,0,0,0,0.956333883941137,0.94768777734625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0506.1 NRF1",0,0,0,0,0.938289486187869,0.998212549241998,0.895956857626623,0.939617363973436,0.913672082562398,0.944209253472214,0,0,0,1,0,0,0,0,0,0.914786960211156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0509.2 RFX1",0,0,0.83405675699156,0,0,0,0,0,0,0,0,0,0,0,0.72463256030859,0,0,0.701682751591469,0.705011837687545,0,0,0,0,0,0,0,0,0,0,0.945548182061781,1,0,0,0,0,0,0.831974567399474,0.835927071157004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0510.2 RFX5",0,0,0.792974357042294,0,0,0,0,0,0,0,0,0,0,0,0.836352408982214,0,0,0.748641509885887,0.751296367650131,0,0,0,0,0,0,0,0,0,0,0.852188866597471,1,0,0,0,0,0,0,0,0.619008233852102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0521.1 Tcf12",0,0,0,0,0,0,0,0,0.431895960951814,0.511086460170822,0,0,0.487922018478246,0.625059993445367,0,0,0,0,0,0.616173420379993,0.618068622252512,0.703879811657012,1,0.843167134419954,0.875508909389074,0.769914946268037,0.901059358790368,0.964880731701823,0.929155807048491,0,0,0.704716217115051,0.882966715705102,0.932387548764522,0.913361173921507,0.677425901804743,0.669928542298523,0.486138344052048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0522.3 TCF3",0,0,0,0,0.626177230217867,0.63993182544157,0.622883169681759,0.629193588731813,0.639842793935368,0.700101198299937,0,0,0.616606292515963,0.745116752164293,0,0,0,0,0,0.829108772911744,0.667822170174994,0.738213247190544,1,0.856093988139996,0.908956216939299,0.809114962302872,0.823581466879594,0.908516729465095,0.889135392549716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0523.1 TCF7L2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.797194137119648,0,0
"MA0526.3 USF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0527.1 ZBTB33",0,0,0,0.84756581691669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0528.2 ZNF263",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0531.1 CTCF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0532.1 Stat92E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0535.1 Mad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0537.1 blmp-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0538.1 daf-12",0,0,0,0,0,1,0.937429259453233,0.961547924401666,0.947653395614852,0.962340460488619,0,0,0.835443597888002,0.975858037073858,0,0,0,0,0,0.878690898037839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0541.1 efl-1",0.171650696757668,0.170818726495891,0,0.209366389044538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216365160690975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150719828625399,0,0,0,0,0,0
"MA0543.1 eor-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0544.1 snpc-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80475136830275,0,0,0,0,0,0
"MA0545.1 hlh-1",0,0,0,0,0,0,0.554328352879703,0,0.549369274433234,0.545999518272695,0,0,0.562379561220541,0.63430490905282,0,0,0,0,0,0.653735133900487,0.607790641226619,0.669040743636295,0.934550070364665,0.760371308608726,0.817450486405955,0.6701483000283,0.891424305329397,0.802587076845154,0.843026314450558,0,0,0,0.882744388537949,0,1,0,0.666770753821469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0546.1 pha-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536238039626254,0.597548065611552,1,0.629794662203594,0.583582513703853,0.60048873464473,0.593490797212588
"MA0592.3 ESRRA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0593.1 FOXP2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932336067254703,0.891694566740698,0,0
"MA0595.1 SREBF1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.821316277149948,0,0
"MA0596.1 SREBF2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0598.3 EHF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.901946147569063,0.950876284197798,0.906856181002935,0,0,0,0,0.952197796073467,0.969991521006308
"MA0599.1 KLF5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905175706719688,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0600.2 RFX2",0,0,0.688422251617681,0,0,0,0,0,0,0,0,0,0,0,0.637595038724656,0,0,0.594242234564557,0.60330370598423,0,0,0,0,0,0,0,0,0,0,0.772418010351133,1,0,0,0,0,0,0.688615442120946,0.739822221530151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0603.1 Arntl",0.930422759620428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0604.1 Atf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754072819854654,1,0.737897891725718,0,0,0.833150028523284,0,0.769699201522981,0.861327591957682,0.776245798598212,0,0.817071364757383,0.811404770418107,0,0.857601626939022
"MA0605.2 ATF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931095553729913,0,0,0,0,0,0,0.93645551430986,0.985889155715248,0,0,1,0,0,0
"MA0607.1 Bhlha15",0,0,0,0,0,0,0,0,0,0,0,0,0,0.536274095024277,0,0,0,0,0,0.618731135549398,0.607329054270237,0.691333266293352,0.95512441474547,0.901587320436531,0.896035346672083,0.803612084680838,0.961190530200251,0.93663252547164,1,0,0,0,0,0,0,0,0.580087368805001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0608.1 Creb3l2",0.779027582416227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909894518445809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0613.1 FOXG1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870142726166173,0,0
"MA0614.1 Foxj2",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898550885845899,0.92632307947763,0.913717200052662,0.904957095292151
"MA0616.2 HES2",0.917373552727294,0,0,0.861258341969105,0.945108480324796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0622.1 Mlxip",0.967213773520798,0,0,0.830303855045101,0.904509159152947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0623.2 NEUROG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.799599590857382,0,0.642941375698157,0,0.946128945990957,0.890521228027497,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0624.1 NFATC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.89775303923182,0.929868446898748,0,0,0,0,0,0
"MA0626.1 Npas2",0.998803785037102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0632.2 TCFL5",0.924370166303684,0,0,0.939031700564741,1,0.945472394972209,0,0.985186220653468,0.905964384239866,0,0,0,0,0.941026506516638,0,0,0,0,0,0.995236146859636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0633.1 Twist2",0.582895444759642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836291919346178,0,0,0,1,0.885364685438509,0,0.973327280231255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0636.1 BHLHE41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0640.2 ELF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.872042880749673,0.910639263983141,0,0,0,0,0,0.951730936708276,0
"MA0641.1 ELF4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997907520333596,0,0,0,0,0,0.914563288209041,0.951570316640961,0.892305750942523,0.907869662137722,0,0,0,0.936967132916973,1
"MA0645.1 ETV6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.83331084757165,0.92802691855218,0.920320389535592,0.871295273601686,0,0,0,0.937078712404837,0.971860246411085
"MA0649.1 HEY2",0.825014967209469,0,0,0,0.982668617137473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0652.1 IRF8",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756864377952965,0,0
"MA0653.1 IRF9",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754577374243577,0,0.793062014794086
"MA0655.1 JDP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.817475883391619,0,0,0.664147014593295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.597508471251924,0,0.684403461405717,0.665310379798353,0,0.562377952113091,0.585285187675403,0,0,0,0,0,0
"MA0656.1 JDP2(var.2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948152729990161,0,0,0,0,0.943597132774722,0.987278258929502,1,0,0,0,0,0
"MA0657.1 KLF13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0663.1 MLX",0.997331659532703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0664.1 MLXIPL",0.870483552771384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0665.1 MSC",0,0,0,0,0,0,0,0,0.492148069720353,0.536838779221805,0,0,0.496870919871134,0.635434332393686,0,0,0,0,0,0.645166297219635,0.548299746385072,0.559530771295484,0.834382770083725,0.660338614882938,0.718114975397209,0,0.652400818364245,0.721415229343519,0.689683549471764,0,0,0.666001428524275,0.931093916419358,0,1,0,0.67819835861244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0667.1 MYF6",0,0,0,0,0,0,0.576193568224098,0,0.563842829575734,0.588332079196091,0,0.583888871511939,0.596094699967276,0,0,0,0,0,0,0.685041861690739,0.646900817495446,0.713651830050805,0.892976686623558,0.809751204866075,0.812397141975804,0,0.937201063084611,0.866685697571881,0.817588843222759,0,0,0,0,0,1,0,0.701559535367252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0668.1 NEUROD2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608072318799796,0.603611307248823,0.672544025748444,0.802855534340881,0.901458345351944,0.838172763708257,0,0.906543460724082,0.837038594215856,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0669.1 NEUROG2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.620671972764628,0.594865984031838,0.664395236119315,0.812336645470257,0.853747502685246,0.836977787194108,0.6732683881417,1,0.847357098052487,0.945242417640598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0673.1 NKX2-8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857995949813766,0,0,0,0,0
"MA0683.1 POU4F2",0,0,0,0,0,0.66592072715472,0.622974730225866,0.593762223508729,0.582556145072688,0.638720702766337,0,0.613158798821723,0.558402034132458,0.700495992506516,0.636753054556224,0.793870759484665,0,0.547852687605598,0.582383751006626,0,0.669850522865114,0.790727972139374,0.901602545264203,0.724319135178947,1,0,0.835417255701648,0.923272808329873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0685.1 SP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911507380860103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958348403514644,0,0,0,0,0,0,0,0,0,0,0,0.77056709103233,0
"MA0686.1 SPDEF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999770364901894,0,0,0,1,0,0.904236360809854,0.968684814112059,0.966520414113515,0,0,0,0,0,0.988351430360594
"MA0687.1 SPIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.848409056881714,0.899728759603065,0,0,0,0,0,1
"MA0688.1 TBX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850292228768798,0,0,0,0,0,0
"MA0690.1 TBX21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MA0691.1 TFAP4",0,0,0,0,0,0,0.479729201490701,0,0.455221942839361,0.517260307578753,0,0,0.483233919763363,0.598902210240355,0,0,0,0,0,0.611558774973478,0.543943892390248,0.577299497073762,0.888974951220418,0.659552803906029,0.781681450365106,0.648592249520583,0.756073968973857,0.811578882703818,0.775855379649629,0,0,0.725038256200526,0.978514804610139,0.960942558236901,1,0,0.649714693868674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0692.1 TFEB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"MA0696.1 ZIC1",0,0,0,0,0,0.985058177944977,0.943716155230921,0.935024659117913,0.995784856035742,0.999346005437923,0,0,0.868027098386979,0.9856377725359,0,0,0,0,0,0.948940270916312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MA0697.1 ZIC3",0,0,0,0,0,0,0,0,0.837472256261141,0.826031418866711,0,0,0,0,0,0,0,0,0,0.84492913571938,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.903957093487003,0,0.674374679051565,0,0,0,0,0,0,0
"MA0698.1 ZBTB18",0,0,0,0,0,0,0,0,0,0,0,0,0.482650381133487,0.606799974300689,0,0,0,0,0,0.719672922502801,0.610402994963733,0.684604849571981,1,0.808644751094343,0.851219432767124,0.739411790682774,0.951198523969569,0.851846384232628,0.952465763183678,0,0,0,0,0,0.81372066091942,0,0.588714141542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0712.2 OTX2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.855493067982102,0.648161411541602,0,0.689872940646072,0,0,0,0,0,0
"MA0728.1 Nr2f6(var.2)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0736.1 GLIS2",0,0,0,0,0,1,0,0,0.877105786721955,0.886400384698029,0,0,0,0,0,0,0,0,0,0.900913301639063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0737.1 GLIS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987635901490638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MA0740.1 KLF14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702136542722967,0,0,0,0,0,0,0.741977754155878,0
"MA0741.1 KLF16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788950838006636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.926814388457465,0.675272322853083,0,0,0,0,0,0.689313699664848,0,0,0,0,0,0
"MA0742.1 Klf12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.776583854262655,0,0,0,0,0,0
"MA0743.2 SCRT1",0,0,0,0,0,0.8133190271395,0.82769339652277,0,0.813538402622522,0.844369308060636,0,0,0.751876501091128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0744.2 SCRT2",0,0,0,0,0,0,0.819434236116461,0.785294832293935,0.822644492445546,0.893587460087377,0,0,0.784533719065918,0.872533605693988,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0745.2 SNAI2",0,0,0,0,0,0,0,0,0.532093918511696,0.603805848075927,0,0,0.570326509114752,0.718122822205224,0,0,0,0,0,0.784213956551809,0.660879722327253,0.704625647734634,1,0.749829564263189,0.885135252587119,0.782620452028199,0.81529737074422,0.847022005291156,0.782769427554852,0,0,0,0,0,0,0,0.698946901269606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0746.2 SP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984705531838087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.942890174901655,0.689558289014864,0,0,0,0.697775303646418,0,0.688060514404341,0,0,0,0,0.732142687177718,0
"MA0747.1 SP8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0748.2 YY2",0,0,0,0.91274727693367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MA0750.2 ZBTB7A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867612705849003,0,0,0,0,0,0,0
"MA0751.1 ZIC4",0,0,0,0,0,1,0.920635251563207,0.875534717154281,0.936963200962757,0.92731650646934,0,0,0,0.943375634088951,0,0,0,0,0,0.853351644762652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943362698477715,0.723473435537922,0,0,0,0,0,0,0,0
"MA0758.1 E2F7",0.134609077047204,0.126138008435637,0,0.163376866386422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165912728632678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135419371097146,0,0,0,0,0,0
"MA0759.1 ELK3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.974127941277702,0,0,0,0,0,0.872756658041894,0.952162196754056,0.901373147722839,0.898567083267308,0,0,0.821100223956703,0.9960824205861,1
"MA0760.1 ERF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.700294040101437,0,0,0,0,0,0.626575698895413,0.694294933980128,0.643943395741253,0.643929502915155,0,0,0.624363300825874,0.704604251860276,0.703116812726432
"MA0761.2 ETV1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.659656681023935,0,0,0,0,0,0.638068872672215,0.660288118881418,0.620285420108901,0,0,0,0,0.652912952599978,0.644791958838277
"MA0762.1 ETV2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.905724706631335,1,0,0,0,0,0,0,0,0,0,0,0,0,0.804875525471791,0,0,0,0,0,0.740771980459385,0.76452712531202,0.749657973155889,0.702346162042813,0,0,0,0.776393476239647,0.770703186938004
