"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0,6.70651702650979,0.996,0.042,0,"Ec_BasalDisk","HVAEP1-G020671"
0,6.09510367512668,0.992,0.019,0,"Ec_BasalDisk","HVAEP1-G010204"
0,5.93280598589254,0.994,0.034,0,"Ec_BasalDisk","HVAEP1-G021955"
0,5.75344336351479,1,0.017,0,"Ec_BasalDisk","HVAEP1-G028410"
0,5.63713640412975,0.975,0.015,0,"Ec_BasalDisk","HVAEP1-G002299"
0,5.42025690706407,0.989,0.05,0,"Ec_BasalDisk","HVAEP1-G002428"
0,5.38207147167215,0.962,0.012,0,"Ec_BasalDisk","HVAEP1-G001138"
0,5.16728066030779,0.987,0.01,0,"Ec_BasalDisk","HVAEP1-G020675"
0,5.05301743969157,0.945,0.01,0,"Ec_BasalDisk","HVAEP1-G021807"
0,4.73646458183709,0.943,0.006,0,"Ec_BasalDisk","HVAEP1-G020720"
0,4.72422638574263,0.97,0.006,0,"Ec_BasalDisk","HVAEP1-G014104"
0,4.65644035437737,0.983,0.037,0,"Ec_BasalDisk","HVAEP1-G006596"
0,4.56308300602033,0.937,0.007,0,"Ec_BasalDisk","HVAEP1-G001119"
0,4.52049310098461,1,0.327,0,"Ec_BasalDisk","HVAEP1-G002424"
0,4.49900729029343,0.966,0.184,0,"Ec_BasalDisk","HVAEP1-G001209"
0,4.49021449980763,0.92,0.165,0,"Ec_BasalDisk","HVAEP1-G009194"
0,4.43784099441937,0.93,0.023,0,"Ec_BasalDisk","HVAEP1-G005583"
0,4.40483174115556,0.829,0.022,0,"Ec_BasalDisk","HVAEP1-G002304"
0,4.30851198546346,0.989,0.191,0,"Ec_BasalDisk","HVAEP1-G019714"
0,4.29103285960648,0.958,0.021,0,"Ec_BasalDisk","HVAEP1-G006789"
0,4.17171041602194,0.981,0.032,0,"Ec_BasalDisk","HVAEP1-G006609"
0,3.9434732416996,0.84,0.033,0,"Ec_BasalDisk","HVAEP1-G002182"
0,3.83500159791595,0.892,0.022,0,"Ec_BasalDisk","HVAEP1-G013209"
0,3.80699691494942,0.949,0.072,0,"Ec_BasalDisk","HVAEP1-G002303"
0,3.55615185150277,0.736,0.003,0,"Ec_BasalDisk","HVAEP1-G020722"
0,3.41370303084258,0.637,0.007,0,"Ec_BasalDisk","HVAEP1-G002276"
0,3.28492578162401,0.981,0.207,0,"Ec_BasalDisk","HVAEP1-G002427"
0,3.28081718794775,0.973,0.005,0,"Ec_BasalDisk","HVAEP1-G014494"
0,3.22850606076745,0.977,0.245,0,"Ec_BasalDisk","HVAEP1-G025159"
0,3.22635272877433,0.386,0.012,0,"Ec_BasalDisk","HVAEP1-G005165"
0,3.1158312688287,0.833,0.223,0,"Ec_BasalDisk","HVAEP1-G002307"
0,3.0194284382681,0.897,0.033,0,"Ec_BasalDisk","HVAEP1-G021812"
0,2.92614740165652,0.941,0.018,0,"Ec_BasalDisk","HVAEP1-G000598"
0,2.90638465369136,0.937,0.22,0,"Ec_BasalDisk","HVAEP1-G015718"
0,2.87286826204791,0.81,0.004,0,"Ec_BasalDisk","HVAEP1-G004171"
0,2.84162127044379,0.884,0.078,0,"Ec_BasalDisk","HVAEP1-G005582"
0,2.82690865520168,0.848,0.055,0,"Ec_BasalDisk","HVAEP1-G013925"
0,2.80197683267254,0.901,0.003,0,"Ec_BasalDisk","HVAEP1-G001545"
0,2.73970807226337,0.975,0.353,0,"Ec_BasalDisk","HVAEP1-G014848"
0,2.70436143889492,0.867,0.004,0,"Ec_BasalDisk","HVAEP1-G001226"
0,2.69690873809136,0.681,0.004,0,"Ec_BasalDisk","HVAEP1-G014492"
0,2.67335891033469,0.882,0.004,0,"Ec_BasalDisk","HVAEP1-G015970"
0,2.64080750331939,0.829,0.003,0,"Ec_BasalDisk","HVAEP1-G006773"
0,2.62490747066701,0.93,0.157,0,"Ec_BasalDisk","HVAEP1-G027100"
0,2.61733708824457,0.907,0.007,0,"Ec_BasalDisk","HVAEP1-G017592"
0,2.57035172534383,0.637,0.001,0,"Ec_BasalDisk","HVAEP1-G001222"
0,2.55221570145524,0.882,0.006,0,"Ec_BasalDisk","HVAEP1-G018568"
0,2.53091970549184,0.819,0.005,0,"Ec_BasalDisk","HVAEP1-G013335"
0,2.53041071655967,0.249,0.003,0,"Ec_BasalDisk","HVAEP1-G009487"
0,2.51158048449421,0.747,0.124,0,"Ec_BasalDisk","HVAEP1-G024237"
0,2.49071223183955,0.903,0.007,0,"Ec_BasalDisk","HVAEP1-G004122"
0,2.4890449029119,0.88,0.004,0,"Ec_BasalDisk","HVAEP1-G015619"
0,2.39691506019855,0.89,0.01,0,"Ec_BasalDisk","HVAEP1-G010024"
0,2.35250450165071,0.854,0.112,0,"Ec_BasalDisk","HVAEP1-G016825"
0,2.34893954488913,0.85,0.064,0,"Ec_BasalDisk","HVAEP1-G022133"
0,2.30613890290505,0.724,0.003,0,"Ec_BasalDisk","HVAEP1-G007224"
0,2.30375081306156,0.869,0.018,0,"Ec_BasalDisk","HVAEP1-G003185"
0,2.2931641461692,0.985,0.255,0,"Ec_BasalDisk","HVAEP1-G012478"
0,2.28423484388959,0.869,0.002,0,"Ec_BasalDisk","HVAEP1-G003512"
0,2.22125353601497,0.821,0.015,0,"Ec_BasalDisk","HVAEP1-G012025"
0,2.20779261388701,0.92,0.227,0,"Ec_BasalDisk","HVAEP1-G025904"
0,2.19958526282827,0.84,0.002,0,"Ec_BasalDisk","HVAEP1-G002175"
0,2.13879293734553,0.884,0.027,0,"Ec_BasalDisk","HVAEP1-G024863"
0,2.13603013836846,0.648,0.099,0,"Ec_BasalDisk","HVAEP1-G028420"
0,2.125603071449,0.859,0.09,0,"Ec_BasalDisk","HVAEP1-G006440"
0,2.11749623115591,0.829,0.003,0,"Ec_BasalDisk","HVAEP1-G016116"
0,2.07617984777301,0.774,0.002,0,"Ec_BasalDisk","HVAEP1-G016363"
0,2.05538758787789,0.751,0.104,0,"Ec_BasalDisk","HVAEP1-G007012"
0,2.04459817468879,0.8,0.014,0,"Ec_BasalDisk","HVAEP1-G014500"
0,2.01182846346958,0.572,0.006,0,"Ec_BasalDisk","HVAEP1-G010772"
0,1.98021613273341,0.806,0.001,0,"Ec_BasalDisk","HVAEP1-G002143"
0,1.97982676414499,0.778,0.003,0,"Ec_BasalDisk","HVAEP1-G007688"
0,1.96601358090651,0.819,0.103,0,"Ec_BasalDisk","HVAEP1-G016823"
0,1.94047088827444,0.852,0.043,0,"Ec_BasalDisk","HVAEP1-G013086"
0,1.92863028784578,0.728,0.023,0,"Ec_BasalDisk","HVAEP1-G009158"
0,1.92426748479767,0.797,0.006,0,"Ec_BasalDisk","HVAEP1-G011178"
0,1.90575602829293,0.768,0.043,0,"Ec_BasalDisk","HVAEP1-G025908"
0,1.89683551423673,0.835,0.005,0,"Ec_BasalDisk","HVAEP1-G012845"
0,1.89640006429106,0.759,0.07,0,"Ec_BasalDisk","HVAEP1-G011734"
0,1.89278104903429,0.903,0.154,0,"Ec_BasalDisk","HVAEP1-G026267"
0,1.89197081234284,0.795,0.005,0,"Ec_BasalDisk","HVAEP1-G016333"
0,1.88963919868991,0.764,0.027,0,"Ec_BasalDisk","HVAEP1-G021851"
0,1.87550592798335,0.757,0.017,0,"Ec_BasalDisk","HVAEP1-G006514"
0,1.86381657322306,0.871,0.15,0,"Ec_BasalDisk","HVAEP1-G028686"
0,1.86214151923251,0.819,0.035,0,"Ec_BasalDisk","HVAEP1-G020964"
0,1.8573877117256,0.749,0.022,0,"Ec_BasalDisk","HVAEP1-G016019"
0,1.85686758587546,0.768,0.019,0,"Ec_BasalDisk","HVAEP1-G004092"
0,1.83042451047542,0.907,0.22,0,"Ec_BasalDisk","HVAEP1-G009216"
0,1.7924864535402,0.823,0.093,0,"Ec_BasalDisk","HVAEP1-G003425"
0,1.78854432980391,0.857,0.111,0,"Ec_BasalDisk","HVAEP1-G020630"
0,1.76742331773083,0.751,0.022,0,"Ec_BasalDisk","HVAEP1-G005702"
0,1.72140482558911,0.77,0.058,0,"Ec_BasalDisk","HVAEP1-G021174"
0,1.72067119845064,0.81,0.074,0,"Ec_BasalDisk","HVAEP1-G000784"
0,1.69405757314605,0.783,0.018,0,"Ec_BasalDisk","HVAEP1-G001234"
0,1.69186243100996,0.705,0.004,0,"Ec_BasalDisk","HVAEP1-G025678"
0,1.66833211837365,0.778,0.054,0,"Ec_BasalDisk","HVAEP1-G011268"
0,1.63986490144058,0.715,0.001,0,"Ec_BasalDisk","HVAEP1-G014493"
0,1.62487532361962,0.745,0.082,0,"Ec_BasalDisk","HVAEP1-G012086"
0,1.61653429826661,0.734,0.004,0,"Ec_BasalDisk","HVAEP1-G016651"
0,1.61085430949493,0.787,0.039,0,"Ec_BasalDisk","HVAEP1-G016381"
0,1.60772749121861,0.745,0.054,0,"Ec_BasalDisk","HVAEP1-G017164"
0,1.60498121308494,0.753,0.042,0,"Ec_BasalDisk","HVAEP1-G017483"
0,1.59996448991137,0.698,0.002,0,"Ec_BasalDisk","HVAEP1-G013049"
0,1.5937391401203,0.766,0.05,0,"Ec_BasalDisk","HVAEP1-G004837"
0,1.56251043449938,0.675,0.002,0,"Ec_BasalDisk","HVAEP1-G022951"
0,1.55993865888747,0.766,0.12,0,"Ec_BasalDisk","HVAEP1-G013594"
0,1.53997393890026,0.762,0.123,0,"Ec_BasalDisk","HVAEP1-G002014"
0,1.52412669037002,0.546,0.034,0,"Ec_BasalDisk","HVAEP1-G008602"
0,1.47195982083532,0.686,0.029,0,"Ec_BasalDisk","HVAEP1-G026269"
0,1.4652971537182,0.736,0.061,0,"Ec_BasalDisk","HVAEP1-G000783"
0,1.46320816899774,0.776,0.097,0,"Ec_BasalDisk","HVAEP1-G025493"
0,1.45911522420119,0.732,0.149,0,"Ec_BasalDisk","HVAEP1-G023535"
0,1.45799306717984,0.728,0.082,0,"Ec_BasalDisk","HVAEP1-G018344"
0,1.44491721597714,0.627,0.002,0,"Ec_BasalDisk","HVAEP1-G028145"
0,1.44277670958673,0.797,0.134,0,"Ec_BasalDisk","HVAEP1-G025286"
0,1.44230548766606,0.886,0.189,0,"Ec_BasalDisk","HVAEP1-G020288"
0,1.43732388099448,0.726,0.08,0,"Ec_BasalDisk","HVAEP1-G024408"
0,1.43152516881148,0.747,0.139,0,"Ec_BasalDisk","HVAEP1-G026864"
0,1.43028582228427,0.774,0.146,0,"Ec_BasalDisk","HVAEP1-G001540"
0,1.40776832912882,0.65,0.002,0,"Ec_BasalDisk","HVAEP1-G012976"
0,1.39993688605257,0.707,0.03,0,"Ec_BasalDisk","HVAEP1-G011620"
0,1.38777668953097,0.707,0.116,0,"Ec_BasalDisk","HVAEP1-G003899"
0,1.36558898631596,0.643,0.05,0,"Ec_BasalDisk","HVAEP1-G001722"
0,1.34173725718952,0.504,0.05,0,"Ec_BasalDisk","HVAEP1-G006694"
0,1.34141412586959,0.711,0.05,0,"Ec_BasalDisk","HVAEP1-G003376"
0,1.32391756261733,0.627,0.015,0,"Ec_BasalDisk","HVAEP1-G004025"
0,1.32135622707648,0.804,0.146,0,"Ec_BasalDisk","HVAEP1-G009910"
0,1.31447752437123,0.624,0.002,0,"Ec_BasalDisk","HVAEP1-G014954"
0,1.30512185143914,0.62,0.065,0,"Ec_BasalDisk","HVAEP1-G024024"
0,1.30229327315777,0.703,0.036,0,"Ec_BasalDisk","HVAEP1-G001377"
0,1.2993182905205,0.762,0.146,0,"Ec_BasalDisk","HVAEP1-G012298"
0,1.29562363288884,0.7,0.125,0,"Ec_BasalDisk","HVAEP1-G010057"
0,1.29314015809516,0.762,0.142,0,"Ec_BasalDisk","HVAEP1-G028010"
0,1.27098985073796,0.643,0.001,0,"Ec_BasalDisk","HVAEP1-G003196"
0,1.26490984204732,0.624,0.002,0,"Ec_BasalDisk","HVAEP1-G000459"
0,1.26024283496873,0.658,0.062,0,"Ec_BasalDisk","HVAEP1-G011361"
0,1.24277122589687,0.586,0.044,0,"Ec_BasalDisk","HVAEP1-G023208"
0,1.2401039098928,0.679,0.096,0,"Ec_BasalDisk","HVAEP1-G028255"
0,1.23585771427823,0.692,0.076,0,"Ec_BasalDisk","HVAEP1-G018651"
0,1.22592885919668,0.749,0.098,0,"Ec_BasalDisk","HVAEP1-G007987"
0,1.22124927631729,0.601,0.001,0,"Ec_BasalDisk","HVAEP1-G017494"
0,1.18068741323579,0.673,0.087,0,"Ec_BasalDisk","HVAEP1-G013477"
0,1.17379688477804,0.584,0.013,0,"Ec_BasalDisk","HVAEP1-G019896"
0,1.16358413375706,0.462,0.001,0,"Ec_BasalDisk","HVAEP1-G010830"
0,1.14122315599581,0.624,0.04,0,"Ec_BasalDisk","HVAEP1-G000555"
0,1.14046607249221,0.686,0.101,0,"Ec_BasalDisk","HVAEP1-G019867"
0,1.12975446293175,0.57,0.01,0,"Ec_BasalDisk","HVAEP1-G020221"
0,1.12815281591365,0.624,0.035,0,"Ec_BasalDisk","HVAEP1-G001385"
0,1.12341714679558,0.608,0.06,0,"Ec_BasalDisk","HVAEP1-G011925"
0,1.12279170676471,0.519,0.054,0,"Ec_BasalDisk","HVAEP1-G022167"
0,1.11268501090831,0.616,0.02,0,"Ec_BasalDisk","HVAEP1-G014497"
0,1.1093812073112,0.551,0.003,0,"Ec_BasalDisk","HVAEP1-G011757"
0,1.10542349025345,0.603,0.02,0,"Ec_BasalDisk","HVAEP1-G020526"
0,1.09852541977564,0.538,0.069,0,"Ec_BasalDisk","HVAEP1-G015726"
0,1.09701405874151,0.635,0.1,0,"Ec_BasalDisk","HVAEP1-G005965"
0,1.08526540740446,0.646,0.068,0,"Ec_BasalDisk","HVAEP1-G017724"
0,1.0823103423917,0.53,0.016,0,"Ec_BasalDisk","HVAEP1-G012958"
0,1.07908239228681,0.629,0.058,0,"Ec_BasalDisk","HVAEP1-G011362"
0,1.05037051381599,0.542,0.022,0,"Ec_BasalDisk","HVAEP1-G011753"
0,1.04756789056075,0.506,0.001,0,"Ec_BasalDisk","HVAEP1-G018101"
0,1.03504178196299,0.437,0.002,0,"Ec_BasalDisk","HVAEP1-G013826"
0,1.0327911117878,0.428,0.017,0,"Ec_BasalDisk","HVAEP1-G008157"
0,1.02597191624544,0.603,0.077,0,"Ec_BasalDisk","HVAEP1-G010862"
0,1.02345802330474,0.532,0.015,0,"Ec_BasalDisk","HVAEP1-G007146"
0,1.02065089193611,0.559,0.001,0,"Ec_BasalDisk","HVAEP1-G021593"
0,1.01160484050951,0.576,0.076,0,"Ec_BasalDisk","HVAEP1-G005448"
0,1.00027269810543,0.426,0.039,0,"Ec_BasalDisk","HVAEP1-G027550"
7.42840514210096e-303,1.94168386646873,0.882,0.258,1.36110667418716e-298,"Ec_BasalDisk","HVAEP1-G021844"
3.62432991308378e-301,1.68516408242876,0.797,0.197,6.64085969974341e-297,"Ec_BasalDisk","HVAEP1-G013816"
6.29296855281033e-300,1.05223556833963,0.622,0.105,1.15306062793144e-295,"Ec_BasalDisk","HVAEP1-G013247"
1.19858654063439e-293,1.48634564071151,0.641,0.119,2.19617011840439e-289,"Ec_BasalDisk","HVAEP1-G011405"
8.60800800288638e-284,2.15432115915719,0.987,0.404,1.57724530636887e-279,"Ec_BasalDisk","HVAEP1-G003348"
2.56303182983068e-283,1.24519001672926,0.686,0.137,4.69624322179875e-279,"Ec_BasalDisk","HVAEP1-G006453"
2.64918198424491e-273,1.54982338601263,0.791,0.211,4.85409614973195e-269,"Ec_BasalDisk","HVAEP1-G020113"
1.27737928449079e-272,1.15110649706056,0.705,0.15,2.34054206297247e-268,"Ec_BasalDisk","HVAEP1-G026863"
1.78893569274927e-272,1.77912927385571,0.878,0.271,3.27786686982448e-268,"Ec_BasalDisk","HVAEP1-G001083"
2.9852120136449e-271,1.56444845532129,0.869,0.246,5.46980397260154e-267,"Ec_BasalDisk","HVAEP1-G011453"
8.42960564732223e-267,1.00992603851343,0.646,0.117,1.54455664275885e-262,"Ec_BasalDisk","HVAEP1-G022978"
5.91287331680897e-265,1.58568663016547,0.462,0.061,1.08341577783891e-260,"Ec_BasalDisk","HVAEP1-G017201"
5.3819103220798e-259,1.04224544245144,0.576,0.101,9.86127428314681e-255,"Ec_BasalDisk","HVAEP1-G023939"
5.6729595654327e-258,1.12054603205269,0.65,0.127,1.03945638117423e-253,"Ec_BasalDisk","HVAEP1-G017502"
1.53314650255729e-248,1.93445773669008,0.998,0.784,2.80918433663572e-244,"Ec_BasalDisk","HVAEP1-G026401"
1.36471451506005e-247,2.07714792966665,0.591,0.109,2.50056640594454e-243,"Ec_BasalDisk","HVAEP1-G016410"
3.38818104765295e-245,1.03644000613925,0.662,0.13,6.20816413361451e-241,"Ec_BasalDisk","HVAEP1-G026947"
3.0539944145081e-239,1.89118360680744,0.884,0.345,5.59583396570319e-235,"Ec_BasalDisk","HVAEP1-G012888"
1.01795309634817e-233,1.98927644396929,0.911,0.299,1.86519545843875e-229,"Ec_BasalDisk","HVAEP1-G010277"
1.56945110299325e-230,1.39099337453445,0.31,0.032,2.87570525601452e-226,"Ec_BasalDisk","HVAEP1-G001807"
2.28989928352459e-230,1.24718421575057,0.747,0.205,4.19578245720211e-226,"Ec_BasalDisk","HVAEP1-G005915"
1.41718992845072e-223,1.45805114202383,0.707,0.18,2.59671710590026e-219,"Ec_BasalDisk","HVAEP1-G023047"
1.57680735762709e-219,1.14063954216211,0.804,0.229,2.88918412138011e-215,"Ec_BasalDisk","HVAEP1-G022935"
3.49318858097134e-219,1.02873727102297,0.711,0.187,6.40056943691379e-215,"Ec_BasalDisk","HVAEP1-G007363"
1.34286603380997e-216,1.35681971212057,0.816,0.277,2.46053343375e-212,"Ec_BasalDisk","HVAEP1-G002394"
1.81850329742279e-215,1.06424483127468,0.544,0.098,3.33204359186777e-211,"Ec_BasalDisk","HVAEP1-G017199"
1.10919430679354e-208,1.73746883544403,0.886,0.363,2.0323767283378e-204,"Ec_BasalDisk","HVAEP1-G021648"
7.90060322345978e-203,1.22649968004717,0.749,0.225,1.44762752863454e-198,"Ec_BasalDisk","HVAEP1-G026757"
3.25077226479461e-191,1.10450726338449,0.724,0.186,5.95639002078317e-187,"Ec_BasalDisk","HVAEP1-G027103"
3.30463449159478e-190,1.83557899992226,0.909,0.476,6.05508177894912e-186,"Ec_BasalDisk","HVAEP1-G004718"
3.03486037219136e-186,1.49599756824065,0.842,0.328,5.56077465996622e-182,"Ec_BasalDisk","HVAEP1-G014609"
3.41242003334649e-186,1.73700928141966,0.989,0.666,6.25257722710077e-182,"Ec_BasalDisk","HVAEP1-G001603"
4.41356239986042e-183,1.44167571483137,0.926,0.495,8.08697038526425e-179,"Ec_BasalDisk","HVAEP1-G003923"
7.18922932207254e-182,1.48804758875413,0.787,0.259,1.31728248868335e-177,"Ec_BasalDisk","HVAEP1-G008329"
1.20434029715082e-181,1.28076404919091,0.705,0.203,2.20671272646944e-177,"Ec_BasalDisk","HVAEP1-G020899"
1.88405938956746e-176,1.122135029255,0.705,0.217,3.45216201950445e-172,"Ec_BasalDisk","HVAEP1-G017809"
8.51343850386967e-176,1.42863222759606,0.956,0.477,1.55991733706404e-171,"Ec_BasalDisk","HVAEP1-G007807"
3.5683460905437e-175,1.31755442674763,0.764,0.276,6.53828054170323e-171,"Ec_BasalDisk","HVAEP1-G020084"
1.2159373076824e-169,1.40480599190082,0.989,0.515,2.22796192886646e-165,"Ec_BasalDisk","HVAEP1-G009346"
6.88174156735513e-167,1.17125016143052,0.77,0.279,1.26094150738648e-162,"Ec_BasalDisk","HVAEP1-G022578"
8.59305609024537e-158,1.42507611032578,0.996,0.725,1.57450566741566e-153,"Ec_BasalDisk","HVAEP1-G023161"
2.85194973096824e-153,1.29854949012046,0.977,0.681,5.2256274920531e-149,"Ec_BasalDisk","HVAEP1-G018663"
2.96837248324785e-151,1.05699124840097,0.658,0.207,5.43894890105504e-147,"Ec_BasalDisk","HVAEP1-G026268"
1.38069341588941e-149,1.09079415447093,0.711,0.238,2.52984454593416e-145,"Ec_BasalDisk","HVAEP1-G004371"
1.10682463782038e-148,1.3499690990667,0.808,0.29,2.02803478387829e-144,"Ec_BasalDisk","HVAEP1-G014114"
1.11881261397341e-145,1.1767641546843,0.77,0.319,2.05000035258348e-141,"Ec_BasalDisk","HVAEP1-G004393"
1.00762924383989e-142,1.33430400368253,0.795,0.368,1.84627906348783e-138,"Ec_BasalDisk","HVAEP1-G005214"
1.43820705923146e-142,1.16434132602105,0.654,0.194,2.6352267946298e-138,"Ec_BasalDisk","HVAEP1-G005406"
1.84239403659424e-142,1.10481873147858,0.781,0.299,3.37581859325163e-138,"Ec_BasalDisk","HVAEP1-G007689"
6.40195983205184e-132,1.20732357881239,0.975,0.78,1.17303110002686e-127,"Ec_BasalDisk","HVAEP1-G016320"
2.46383939661572e-129,1.19157279064728,0.838,0.411,4.51449292641898e-125,"Ec_BasalDisk","HVAEP1-G022943"
8.57889420966451e-126,1.18345203579902,0.956,0.566,1.57191078603683e-121,"Ec_BasalDisk","HVAEP1-G010998"
1.0882783254475e-122,1.05809311133036,0.679,0.277,1.99405237571745e-118,"Ec_BasalDisk","HVAEP1-G016614"
1.63545794969094e-116,1.04777095834837,0.93,0.609,2.99664960121871e-112,"Ec_BasalDisk","HVAEP1-G003606"
5.09801147069002e-114,1.48991669305015,0.871,0.556,9.34108641774533e-110,"Ec_BasalDisk","HVAEP1-G024971"
4.58922827645542e-110,1.04559907774037,0.648,0.236,8.40884297094926e-106,"Ec_BasalDisk","HVAEP1-G023551"
7.62927385828357e-105,1.01460962643211,0.922,0.56,1.3979118490533e-100,"Ec_BasalDisk","HVAEP1-G008331"
4.42690984681081e-98,1.0527139427306,0.84,0.493,8.11142691231144e-94,"Ec_BasalDisk","HVAEP1-G008896"
1.45249456576353e-83,1.08593057379579,0.766,0.453,2.66140579284852e-79,"Ec_BasalDisk","HVAEP1-G005912"
1.46657233737531e-19,1.24041409931971,0.297,0.16,2.68720049377278e-15,"Ec_BasalDisk","HVAEP1-G016849"
0,3.99008455261345,0.993,0.246,0,"Ec_BodyCol/SC","HVAEP1-G020105"
0,3.97150713035773,0.994,0.263,0,"Ec_BodyCol/SC","HVAEP1-G014589"
0,3.93886995428976,0.896,0.12,0,"Ec_BodyCol/SC","HVAEP1-G028428"
0,3.874473985837,0.985,0.2,0,"Ec_BodyCol/SC","HVAEP1-G023179"
0,3.30974028322226,0.974,0.214,0,"Ec_BodyCol/SC","HVAEP1-G020103"
0,3.12507497049672,0.977,0.132,0,"Ec_BodyCol/SC","HVAEP1-G017195"
0,3.06527712153685,0.953,0.169,0,"Ec_BodyCol/SC","HVAEP1-G009216"
0,3.02566292170392,0.929,0.138,0,"Ec_BodyCol/SC","HVAEP1-G014587"
0,3.00696494598729,0.991,0.239,0,"Ec_BodyCol/SC","HVAEP1-G014114"
0,2.88907702755776,0.924,0.159,0,"Ec_BodyCol/SC","HVAEP1-G002427"
0,2.85785934974092,0.617,0.073,0,"Ec_BodyCol/SC","HVAEP1-G016410"
0,2.75182701492255,0.96,0.102,0,"Ec_BodyCol/SC","HVAEP1-G027100"
0,2.74386575378085,0.96,0.12,0,"Ec_BodyCol/SC","HVAEP1-G012473"
0,2.63085915930083,0.962,0.134,0,"Ec_BodyCol/SC","HVAEP1-G026215"
0,2.55077023186295,0.704,0.07,0,"Ec_BodyCol/SC","HVAEP1-G025178"
0,2.50268113837208,0.946,0.133,0,"Ec_BodyCol/SC","HVAEP1-G026265"
0,2.50245697580392,0.957,0.193,0,"Ec_BodyCol/SC","HVAEP1-G012624"
0,2.48339596952709,0.987,0.194,0,"Ec_BodyCol/SC","HVAEP1-G025159"
0,2.44721324618859,0.955,0.106,0,"Ec_BodyCol/SC","HVAEP1-G025166"
0,2.4206878089547,1,0.819,0,"Ec_BodyCol/SC","HVAEP1-G002398"
0,2.3484198160382,0.956,0.094,0,"Ec_BodyCol/SC","HVAEP1-G012596"
0,2.34738312012304,0.983,0.206,0,"Ec_BodyCol/SC","HVAEP1-G012478"
0,2.32329373368492,0.958,0.116,0,"Ec_BodyCol/SC","HVAEP1-G015831"
0,2.22196841938508,0.935,0.085,0,"Ec_BodyCol/SC","HVAEP1-G011162"
0,2.20754529032169,0.94,0.107,0,"Ec_BodyCol/SC","HVAEP1-G016552"
0,2.18526478361592,0.973,0.252,0,"Ec_BodyCol/SC","HVAEP1-G010277"
0,2.14116572363575,0.943,0.151,0,"Ec_BodyCol/SC","HVAEP1-G012630"
0,2.1024743390053,0.953,0.135,0,"Ec_BodyCol/SC","HVAEP1-G020288"
0,2.10064539588466,0.939,0.089,0,"Ec_BodyCol/SC","HVAEP1-G009910"
0,2.08123897086099,0.968,0.207,0,"Ec_BodyCol/SC","HVAEP1-G014774"
0,2.01920868978226,0.881,0.093,0,"Ec_BodyCol/SC","HVAEP1-G017197"
0,2.01716673954222,0.788,0.056,0,"Ec_BodyCol/SC","HVAEP1-G004046"
0,2.01679202265729,0.901,0.142,0,"Ec_BodyCol/SC","HVAEP1-G005406"
0,2.01558351133419,0.913,0.077,0,"Ec_BodyCol/SC","HVAEP1-G013426"
0,2.01487604278713,0.957,0.145,0,"Ec_BodyCol/SC","HVAEP1-G011465"
0,2.01417191771448,0.728,0.162,0,"Ec_BodyCol/SC","HVAEP1-G020625"
0,2.01241320821557,0.966,0.139,0,"Ec_BodyCol/SC","HVAEP1-G005472"
0,1.9780101556563,0.928,0.209,0,"Ec_BodyCol/SC","HVAEP1-G018274"
0,1.95472665343531,0.927,0.09,0,"Ec_BodyCol/SC","HVAEP1-G017933"
0,1.90307174673174,0.936,0.132,0,"Ec_BodyCol/SC","HVAEP1-G007989"
0,1.88006263018207,0.931,0.14,0,"Ec_BodyCol/SC","HVAEP1-G007810"
0,1.87290421437641,0.212,0.031,0,"Ec_BodyCol/SC","HVAEP1-G017316"
0,1.85479847040557,0.891,0.071,0,"Ec_BodyCol/SC","HVAEP1-G020931"
0,1.84109361364381,0.894,0.088,0,"Ec_BodyCol/SC","HVAEP1-G012083"
0,1.8390174407754,1,0.969,0,"Ec_BodyCol/SC","HVAEP1-G002399"
0,1.81831478199151,0.738,0.06,0,"Ec_BodyCol/SC","HVAEP1-G025454"
0,1.80011150243254,0.867,0.069,0,"Ec_BodyCol/SC","HVAEP1-G028442"
0,1.7822432042928,0.886,0.087,0,"Ec_BodyCol/SC","HVAEP1-G013830"
0,1.77029881527788,0.899,0.118,0,"Ec_BodyCol/SC","HVAEP1-G026262"
0,1.76776163830459,1,0.938,0,"Ec_BodyCol/SC","HVAEP1-G004300"
0,1.74061922828531,0.862,0.062,0,"Ec_BodyCol/SC","HVAEP1-G023699"
0,1.71205910112631,0.946,0.449,0,"Ec_BodyCol/SC","HVAEP1-G015834"
0,1.69011155759641,0.874,0.137,0,"Ec_BodyCol/SC","HVAEP1-G027103"
0,1.68690081051659,0.878,0.072,0,"Ec_BodyCol/SC","HVAEP1-G005390"
0,1.67849053896714,0.887,0.08,0,"Ec_BodyCol/SC","HVAEP1-G011184"
0,1.65628265728622,0.848,0.217,0,"Ec_BodyCol/SC","HVAEP1-G008329"
0,1.63685440445569,0.997,0.652,0,"Ec_BodyCol/SC","HVAEP1-G023337"
0,1.62062462018585,0.827,0.058,0,"Ec_BodyCol/SC","HVAEP1-G019520"
0,1.5827919856273,0.834,0.09,0,"Ec_BodyCol/SC","HVAEP1-G001283"
0,1.55529640988471,0.78,0.052,0,"Ec_BodyCol/SC","HVAEP1-G017251"
0,1.54139934820213,0.781,0.072,0,"Ec_BodyCol/SC","HVAEP1-G006821"
0,1.5314909766392,0.665,0.057,0,"Ec_BodyCol/SC","HVAEP1-G011047"
0,1.51767009852918,0.977,0.442,0,"Ec_BodyCol/SC","HVAEP1-G007807"
