"HVAEP1-G023650","HVAEP1-G022797","HVAEP1-G002339","HVAEP1-G010527","HVAEP1-G018201","HVAEP1-G023705","HVAEP1-G028535","HVAEP1-G005780","HVAEP1-G016386","HVAEP1-G013463","HVAEP1-G006973","HVAEP1-G022455","HVAEP1-G008423","HVAEP1-G006103","HVAEP1-G020920","HVAEP1-G004123","HVAEP1-G001881","HVAEP1-G005557","HVAEP1-G009882","HVAEP1-G022693","HVAEP1-G017289","HVAEP1-G023106","HVAEP1-G004983","HVAEP1-G013757","HVAEP1-G021588","HVAEP1-G014065","HVAEP1-G011383","HVAEP1-G021815","HVAEP1-G010017","HVAEP1-G008398"
0.806644566024761,0.443924776452798,0.0557126523003766,0.161211288700038,0.0659687352427502,0.0196916812659075,0.00295375218988613,0,0.0137841768861353,0,0.015753345012726,0.00984584063295377,0.00984584063295377,0.400701728330581,0,0,0.00393833625318151,0,0.000984584063295377,0.0320826347812875,0.147079664298034,0.000984584063295377,0.00492292031647688,0.0196916812659075,0.0118150087595445,0.00196916812659075,0,0.00509022576485243,0,0.0125582589637555
1.35893343842275,0.426311581932023,0.0232990648927713,0.0931962595710851,0.335866377433142,0.0116495324463856,0.0116495324463856,0,0.00582476622319282,0,0.0174742986695785,0.355862563434236,0.0465981297855425,0.429929554584631,0,0,0,0,0,0.305857163832658,0.664700451787095,0.0116495324463856,0,0,0,0,0,0.00582476622319282,0,0
1.38002146393818,0.676389792185277,0.223672596790449,0.0407442798762557,0.0229712752465135,0.0888650231487109,0.142866659018948,0.0622055162040977,0,0.00888650231487109,0.0355460092594844,0.0318577775613846,0,0.0791511038961787,0,0,0.0585172845059979,0.00888650231487109,0.00888650231487109,0.0266595069446133,0.381002592688494,0.00888650231487109,0.00888650231487109,0.0266595069446133,0.0177730046297422,0,0,0.0281695458632849,0,0.0782665799027562
1.68275422937628,0.52253428144659,0.200449393861222,0,0,0.0650058375846052,0.590040182454124,0.0574867447229551,0.0333544509551526,0.0119214502799008,0.153726526586164,0.0146207433724514,0.00510919297710033,0.00681225730280044,0,0,0.00510919297710033,0,0,0.130301068377211,0.831415395113071,0.0187337075827012,0.0102183859542007,0.00510919297710033,0.0343506797220032,0.00170306432570011,0,0.0163238076981515,0.00510919297710033,0.00510919297710033
0.740590764234278,0.327182600399938,0.021004460016968,0,0,0.010502230008484,0.010502230008484,0,0,0,0.021004460016968,0.0315066900254521,0,0,0.010502230008484,0,0.010502230008484,0,0,0.010502230008484,2.24969471319726,0.021004460016968,0,0,0.0796590207882997,0,0.0166456407373956,0,0,0.0399857171153827
2.56942284634501,0.814328303583428,0.0276283192238039,0.158111082196598,0.254260832130174,0.0124092845624543,0.00709101974997386,0,0.00177275493749347,0.00354550987498693,0.026591324062402,0.558162924886941,0.0425461184998432,0.401120456309107,0.00177275493749347,0,0.0124092845624543,0,0,0.172125175316706,0.331913851691652,0.0134462797238562,0,0.00177275493749347,0.0053182648124804,0,0.00177275493749347,0.00177275493749347,0.00177275493749347,0.00674950723686767
1.45822413425032,0.281133042001454,0,0.00944342207847337,0.0226642129883361,0.0151094753255574,0.00188868441569467,0,0.00188868441569467,0,0.00944342207847337,1.05034706330884,0.295813426000589,0.222262890412858,0,0.00188868441569467,0.0191310189762647,0,0,0.559457669214376,1.16089792617875,0.0319317807857806,0.00188868441569467,0.0075547376627787,0.0143256004687405,0,0.00566605324708402,0.00188868441569467,0.00377736883138935,0.0105482316373512
0.70635406165866,0.094419536851412,0.016906028794145,0.03381205758829,0.050718086382435,0.016906028794145,0,0,0.016906028794145,0,0,0.524114417335076,0.20287234552974,0.138120987320389,0,0,0.481408625269032,0,0,0.762097467148687,1.58765376179495,0.03381205758829,0,0,0,0,0,0,0,0
0.48210064717043,0.137881070815581,0.00545171939766249,0.00980138345486237,0.0123885577166534,0.00311526822723571,0.00700935351128035,0.000778817056808927,0.00233645117042678,0,0.00311526822723571,0.280530582768847,0.128858504417527,0.0345326314785959,0.0608215136159473,0.0368690826490227,0.835283663692776,0.0305062057050497,0.0679632076167292,0.484230454650483,2.03402200043747,0.115049914815976,0.00824374934124451,0.0071416940007819,0.0169430774556443,0.0020132128867731,0.00357084700039095,0.00784799586530142,0.00155763411361785,0.0127117960003071
0.851537905448336,0.0843930756883486,0.00400763408618909,0.00539302158766211,0.00349632877962141,0.000874082194905353,0.0102747378687566,0,0.00349632877962141,0.00262224658471606,0.0101262094505266,0.0169046185396617,0.00138538750147303,0.00539302158766211,0,0,0.0135568181782703,0.0183557260930124,0.0166075617032017,0.0161790647629863,2.65698105636538,0.448809520372666,0.0267337711537283,0.00837804506071585,0.00765249128404049,0.000874082194905353,0.000874082194905353,0.00976343256218888,0,0.0090837396230556
