"HVAEP1-G023650","HVAEP1-G022797","HVAEP1-G002339","HVAEP1-G010527","HVAEP1-G018201","HVAEP1-G023705","HVAEP1-G028535","HVAEP1-G005780","HVAEP1-G016386","HVAEP1-G013463","HVAEP1-G006973","HVAEP1-G022455","HVAEP1-G008423","HVAEP1-G006103","HVAEP1-G020920","HVAEP1-G004123","HVAEP1-G001881","HVAEP1-G005557","HVAEP1-G009882","HVAEP1-G022693","HVAEP1-G017289","HVAEP1-G023106","HVAEP1-G004983","HVAEP1-G013757","HVAEP1-G021588","HVAEP1-G014065","HVAEP1-G011383","HVAEP1-G021815","HVAEP1-G010017","HVAEP1-G008398"
0.908015380099413,0,0,0,0,0,0,0,0,0,0,0.156944612666873,0,0,0,0,0,0,0,0,2.94555050546506,0.313889225333746,1.0290579315833,0,0,0,0,0,0,0
0.676898682969128,0.0459425504930271,0,0,0,0.00888650231487109,0,0.00888650231487109,0,0,0.0140847729316424,0.0177730046297422,0,0.0140847729316424,0,0,0,0,0.0266595069446133,0.0177730046297422,3.04694891057297,0.245307564315449,0.28551694790523,0.0799785208338398,0.0140847729316424,0,0,0.0229712752465135,0,0
1.08883940082018,0.574738429450824,0.0774947158390001,0.164739397089762,0.0154342027937143,0.0258315719463334,0.00430526199105556,0,0.0172210479642222,0,0.0430526199105556,0.0215263099552778,0,0.0764394423185318,0.00430526199105556,0,0,0.00430526199105556,0,0.0129157859731667,0.455071392830639,0.0129157859731667,0.00430526199105556,0.0947157638032223,0.0387473579195,0,0.00430526199105556,0,0,0.096432459864297
1.83887742231111,0.601677911516184,0.027578800287531,0.0483863246920509,0.0157841977522221,0.00842985100888049,0.00919293342917699,0,0.0055157600575062,0,0.0723297244380653,0.016193085497122,0,0.00735434674334159,0,0,0.0018385866858354,0,0,0.00659126432304509,1.75564218307038,0.184345273544213,0.0220630402300248,0.108338375734477,0.144037598589836,0.0110315201150124,0.0223754620752672,0.0160966195974645,0.0018385866858354,0.371765424529328
0.60572688065467,0.0535254029240031,0,0,0,0,0.0203446720123724,0,0,0,0.0256721177985165,0,0,0,0,0,0.0203446720123724,0,0,0.0128360588992582,2.68945346913315,0.309281469776964,0.0641802944962912,0.141196647891841,0.0770163533955495,0.0641802944962912,0.0128360588992582,0.0128360588992582,0,0
0.791938310326434,0.200412925462795,0.0158655779135569,0.00450250937978734,0.00450250937978734,0.0028407671334424,0.0085223014003272,0,0.0056815342668848,0,0.0113630685337696,0.0615869792392803,0.0028407671334424,0.0085223014003272,0,0,0.0028407671334424,0,0,0.0113630685337696,2.83492520467244,0.149604473463623,0.0255669042009816,0.0868847562496169,0.160749326773955,0.0170446028006544,0.0814214372061699,0.0028407671334424,0.0056815342668848,0.0426195038054526
0.447939867307014,0.447939867307014,0,0,0,0,0,0,0,0,0,0.274653072167027,0,0,0,0,0,0,0,0.173286795139986,2.44978163430285,0.274653072167027,0,0,0.346573590279973,0,0,0,0,0
0.622674329145306,0.0385081766977747,0.0385081766977747,0,0,0.0385081766977747,0.0385081766977747,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83248351221756,0.0610340160371172,0,0.0385081766977747,0.292083076223766,0,0,0,0,0
0.416591152871735,0.21352038196094,0.0106648354068155,0.00297488060326157,0,0.0148744030163078,0.00471507420029232,0,0.00594976120652314,0,0.0089246418097847,0.0605086252468312,0,0.0118995224130463,0,0.00297488060326157,0.0195894772166002,0,0,0.00594976120652314,1.90702668863293,0.00594976120652314,0.00297488060326157,0.0297488060326157,0.0570282380527697,0.0118995224130463,0,0.394635070415945,0.0872825506761853,0.0089246418097847
1.19687058586504,0.417771952038121,0.0135911211874499,0.0543644847497996,0.0271822423748998,0.0623147809872146,0.0271822423748998,0,0.0135911211874499,0,0.0679556059372495,0.362607036023218,0.0135911211874499,0.0407733635623497,0,0,0.0135911211874499,0,0,0.0135911211874499,1.3867685681283,0.0351325386123148,0.0135911211874499,0.0407733635623497,0.0135911211874499,0,0,0.153877696813208,0.0815467271246994,0.789706166051205
0.489045903082791,0.139185704689339,0.00718287233740876,0.00718287233740876,0.00359143616870438,0.0215486170122263,0.0143657446748175,0.00359143616870438,0.00359143616870438,0,0.0179571808435219,0.143387415654191,0.00359143616870438,0.0359143616870438,0,0.00718287233740876,0.0179571808435219,0,0.00718287233740876,0.0107743085061131,1.94337221505784,0.00718287233740876,0.00718287233740876,0.00718287233740876,0.0610544148679745,0,0,0.943881089838038,0.0365246364831909,0.00359143616870438
0.557450513026287,0.163243851343059,0.0135698330683858,0.00279119670024139,0.000930398900080463,0.0202407234033871,0.00837359010072417,0.000930398900080463,0.00744319120064371,0.00279119670024139,0.00837359010072417,0.0534370770439557,0.00279119670024139,0.00465199450040232,0.000930398900080463,0,0.0107786363681444,0,0,0.00891783856798345,2.83316989231557,0.00279119670024139,0.000930398900080463,0.00186079780016093,0.0256650187694318,0,0.000930398900080463,0.00426584406758113,0,0.00705704076782253
0.639583208333448,0.253999243245825,0.00668630720797375,0.00445753813864917,0,0.00668630720797375,0.00445753813864917,0,0.00445753813864917,0,0.02489518334989,0.0995407896053523,0.00445753813864917,0.012447591674945,0.00222876906932458,0,0.00222876906932458,0.00222876906932458,0,0.0200589216239212,2.15764150304732,0.012447591674945,0,0.00668630720797375,0.0200589216239212,0,0.00353251539764666,0.00799005353629582,0.00222876906932458,0.00445753813864917
0.784165755029431,0.232700609478818,0,0,0,0.0152585040092793,0.00962704417444368,0,0,0.00962704417444368,0,0.0401440521930023,0,0.00962704417444368,0.00962704417444368,0,0.00962704417444368,0,0,0.0345125923581667,2.63514997073405,0.0192540883488874,0,0,0.0152585040092793,0,0,0.00962704417444368,0,0
0.676682047208516,0.220725417028583,0.0107464679156581,0.0101552778520312,0.00321047370773643,0.0143286238875441,0.0155285118098603,0.000895538992971506,0.00358215597188602,0.000895538992971506,0.0152241628805156,0.0581427012083429,0.00447769496485753,0.0144134650174115,0,0,0.0117941813733019,0,0,0.0159001940740098,1.84759034249916,0.00231493471476493,0.000895538992971506,0.000895538992971506,0.0189584933170739,0.000895538992971506,0.00179107798594301,0.00410601270070794,0.000895538992971506,0.00476599412676219
0.623278658473345,0.19039276634475,0.0125758705663648,0.000806923376670483,0.00208586666964849,0.00806923376670484,0.00578558009263795,0.000806923376670483,0.0104900038967163,0.000806923376670483,0.0106271203526609,0.0497721055531572,0,0.00948529351562741,0.00161384675334097,0,0.00403461688335242,0,0,0.0210564537009033,2.49272299921014,0.00948529351562741,0.00242077013001145,0.00322769350668193,0.0300552656937057,0.000806923376670483,0.00161384675334097,0.00692740692967139,0,0.000806923376670483
0.685915711359796,0.212752287501739,0.0123309864095926,0.00465981297855425,0.0632844030503043,0.0158258461435083,0.00815467271246994,0,0.00815467271246994,0,0.0100010799203155,0.158568677541896,0.00349485973391569,0.00582476622319282,0.00232990648927713,0,0.00465981297855425,0,0.00116495324463856,0.00349485973391569,2.45062163621619,0.0111660331649541,0.00232990648927713,0.00116495324463856,0.0339815987762938,0.00116495324463856,0.00116495324463856,0.00301136045248413,0.00116495324463856,0.00852970389114929
0.640757493455833,0.253849246616911,0.0113630685337696,0,0,0.0113630685337696,0.0113630685337696,0.0113630685337696,0.0113630685337696,0,0.0113630685337696,0.0340892056013088,0,0.0113630685337696,0.0113630685337696,0,0.0113630685337696,0,0,0.0113630685337696,2.3315561462657,0,0,0.0113630685337696,0.0227261370675392,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.63905732961526,0,0,0,0,0,0,0,0,0
