"interstitial Stem Cells 1","interstitial Stem Cells 2","early germ cells","female germ cells","male germ cells","early Nematoblasts","desmo-like nematoblasts","steno-like nematoblasts","late nematoblasts","early nematocytes","desmo-like nematocytes","iso/steno-like nematocytes","early neurogenesis/gland","mid-late neurogenesis","ec1/5 neurons","ec2/3/4 neurons","en1 neurons","en2/3 neurons","gran muc gland cells","spum muc gland cells","zymogen gland cells","Endo Stem Cells 1","ecto oral-like","ecto basal disk","Ecto Stem Cells","endo Stem Cells 2","endo Foot/Tentacle base","endo head","endo tentacle"
0.000881771392336641,0,0.00395917668169509,0,0,0.00125721979545335,0.127065680972647,0,0.491550172949014,0.0165939674600727,0.0044933017941436,0.00520860310822109,0,0.000609628127141553,0,0.00177730046297422,0,0.00186832124140147,0.00363822349895754,0.000723535679081363,0.00257995228496258,0.000761700198417522,0.00154893224706133,0,0.00233382889077423,0,0.00271025290541523,0.00185333470737953,0
0.192738088672304,0,0.27803304796716,0.236640838206522,0.166059781464005,0.177411675683521,0.0581332816865071,0.0548496600161574,0.0172350670764757,0.0444599248235055,0.00957491048491661,0.019468122812984,0.175782997981411,0.109492955123216,0.0129760138370131,0.0159288887806923,0.0108660592402111,0.0289772420899416,0.0471244559466876,0.0444501159916355,0.0367685232348415,0.0794290088904926,0.0597654926690192,0.0311537308281814,0.0839873077551113,0.0488780517702445,0.0670920057759657,0.0983437930285794,0.0229851476903971
0.00477562033850356,0,0.00138352730650688,0.00135911211874499,0,0.00251443959090669,0.00134304680766273,0,0.343141070874857,0.00488180311881405,0.0014174788968506,0,0,0.00182888438142466,0,0,0,0.00186832124140147,0.00101485677973638,0,0.000859984094987525,0.000571275148813142,0,0,0.000700148667232268,0.00117482572976262,0.000677563226353808,0,0
0.00102334721539362,0,0.00507293345719188,0.00271822423748998,0,0.00317865500122599,0.00727462414741776,0.00604126147470835,0.00381373964544674,0.154558132509599,0.867082735138635,0.452633408165876,0.00698385068574252,0.0343463572406945,0.11661561664503,0.15947203738796,0.0534447094667972,0.0275668697347811,0.00202971355947275,0.00434121407448817,0.000859984094987525,0.00285637574406571,0.0179443219983633,0.0045402653748468,0.00410402935273644,0.00607376091263748,0.00446172843740746,0.00468582475225292,0.0132207909098627
0.00326958156158842,0,0.00395917668169509,0.00135911211874499,0.00412587607476158,0.0572082794295656,0.0832997609160882,0.0307904334089768,0.885996199828315,0.403209411061481,0.0089866035882872,0.00722356584240698,0.00523788801430689,0.00121925625428311,0.00180978376125312,0.00229712752465135,0.00260581646827047,0,0.00608914067841826,0.00476445531468459,0.00444605327351875,0.00296776725728224,0.002323398370592,0.0045402653748468,0.00326736044708392,0.00538653191584398,0.00378416521105366,0.00370666941475907,0.00488217839026718
0.00483358443085414,0,0.0872156777825051,0.257951308502649,0,0.00293351285605781,0.00169473638278715,0.000703702721380655,0.00190686982272337,0.00319422663852509,0.0115806962783966,0,0.00174596267143563,0.00548665314427397,0.00180978376125312,0.000888650231487109,0.00260581646827047,0.00296121910692213,0.00101485677973638,0.000723535679081363,0.000859984094987525,0.00133297534723066,0.002323398370592,0.0045402653748468,0.00433741224181387,0.00303688045631874,0.00135512645270762,0.00123555647158636,0.00299349397457251
0.712735440382436,0.156944612666873,0.00661319135006787,0.00215414174248649,0.0130787177222394,1.04527854527853,0.527232189346581,0.758814318413116,0.244450269655088,0.034254410640483,0.0185361101468264,0.0290490439350896,0.0560362136333391,0.00954786044945133,0.00601197152217766,0.00600273234246695,0.0145533872590522,0.0118448764276885,0.00963287146707189,0.0139386706689068,0.00257995228496258,0.00368279189614058,0.00587429650505897,0.0030268435832312,0.0100400268678303,0.00842341237216271,0.00892345687481493,0.00247111294317271,0.0184239040021909
0.0500927182775758,0,0.0352844543110612,0.138091924270669,0.00412587607476158,0.0607738163328721,0.018434399676679,0.037947037308729,0.00397575207413503,0.00594654533165575,0.00732825958784481,0.00467859858265727,0.0516542401620821,0.0624470057369785,0.0310738514495443,0.0389669794132815,0.0197650201955932,0.0190006869036545,0.0230929518537091,0.013146589024776,0.0312516930167131,0.0414516676714653,0.0411783057042832,0.0469160755400836,0.0465621676896964,0.0323191914950639,0.0342235661143367,0.0403655372617729,0.0399833074316491
0.00454431933985901,0.0495105128971389,0.00330659567503393,0.00351325386123148,0.00412587607476158,0.00275958173607487,0.00169473638278715,0.00181904514642442,0.00723176804955678,0.0021294844256834,0.0036641297939224,0.0104172062164422,0.230156695467079,0.540675668501149,0.114555088144681,0.0529007484530568,0.0254194464992634,0.0264739718692604,0.0208742528736286,0.906921751355285,0.0030830107317469,0.00574510946496009,0.00464679674118399,0.0015134217916156,0.00330701803484701,0.00625233805782023,0.00542050581083046,0.00797359610173059,0
0.269157601638067,0.193432157221586,0.00930188066989707,0,0.00412587607476158,0.919039938397355,1.22507607362676,1.20101778459729,0.427045034863208,0.0207728810101507,0.0160739980725402,0.0243343333756923,0.00872981335717815,0.0096972879224464,0.0122248857105071,0.0134605671629326,0.0134718757084816,0.0632419734144477,0.00363822349895754,0.0171331078241172,0.00752906400526565,0.0050948007797591,0.00542126286471466,0.0030268435832312,0.0123341981708414,0.010773063831688,0.00892345687481493,0.00849747013462018,0.0162142848844352
