"interstitial Stem Cells 1","interstitial Stem Cells 2","early germ cells","female germ cells","male germ cells","early Nematoblasts","desmo-like nematoblasts","steno-like nematoblasts","late nematoblasts","early nematocytes","desmo-like nematocytes","iso/steno-like nematocytes","early neurogenesis/gland","mid-late neurogenesis","ec1/5 neurons","ec2/3/4 neurons","en1 neurons","en2/3 neurons","gran muc gland cells","spum muc gland cells","zymogen gland cells","Endo Stem Cells 1","ecto oral-like","ecto basal disk","Ecto Stem Cells","endo Stem Cells 2","endo Foot/Tentacle base","endo head","endo tentacle"
0.961290891625123,0.454007690049707,0.802484763688824,0.708841283455738,0.794867460894654,0.766717577898,0.337478175517837,0.370881322190982,0.281940854243255,0.369656875223097,0.380058228873712,0.452922621396119,0.818495239860592,0.44118578410583,0.309641686945321,0.36326676553973,0.278282148248311,0.302185733784519,0.26836662592033,0.24558366392376,0.223371133505386,0.362190149302548,0.442626119477912,0.316767339273666,0.540753757387869,0.407983212679939,0.334644205771653,0.378145954132979,0.363633285652906
0.461964127696349,0.0495105128971389,0.682720885665403,0.786468664770929,0.77938869506915,0.443667052519771,0.128482787228357,0.0921470499481949,0.0292510970556037,0.0389743696492236,0.0426101552652319,0.064482088056099,0.384185740092454,0.199376204189427,0.139914325555148,0.0242128223401202,0.021289325113293,0.020869008145056,0.0395810666987082,0.112956613008358,0.0389915498716009,0.061022495032525,0.0957287685628375,0.0951179920807828,0.122774227479733,0.0623579213518232,0.0473275372794899,0.0640975113560062,0.0143256004687405
0.057822452077559,0,0.0589611491080472,0.108626781262072,0.0189169870854044,0.0523211400046645,0.0133501905283175,0.0120825229494167,0.00723176804955678,0.0129578328761532,0.00649908758762361,0.00520860310822109,0.0419031041144551,0.024235697612667,0.0114737575840011,0.00318577775613846,0.00781744940481141,0.010434504072528,0.00465308027869392,0.00289414271632545,0.00773985685488773,0.0230737889789587,0.0267848818403869,0.0223303682786109,0.0276184960866621,0.0119478895614506,0.0160954382176376,0.0176591677039097,0.00377736883138935
1.6174459504449,0.701560254535401,0.91587951752325,1.00797303455119,0.406829999025959,1.37541563735995,0.702633380179441,0.939828735252797,0.39729851920724,0.486018733579328,0.579686971302363,0.616185539050607,1.47777997646017,0.875077276580761,0.51761643163963,0.523765933972456,0.50653347411505,0.490087013519825,0.634475303983704,0.640243273093251,0.585319343238331,0.8704662496289,0.622999390095788,0.501397755233793,0.997682676090015,0.905330171838785,0.667165043956425,0.757225404448652,0.38155732570367
0.00443450460003902,0,0.0141404690881073,0.0260540773848928,0.00412587607476158,0.00810481408824167,0.0151889159522494,0.00827194632479589,0.0112075201236918,0.0102055141830225,0.0410003113192217,0.0272216931809548,0.00349192534287126,0.00584326273803665,0.00829779067975965,0.012894114916421,0.00934175432251128,0.00592243821384426,0.0177699138747997,0.00808183927120645,0.00838904810025317,0.573776248302804,0.0117485930101179,0.00693898216233176,0.0100751218180923,0.262800287282817,0.38731603633268,0.48597149800309,0.619993543083292
0.0265234158695277,0,0.0298287103782183,0.205843153732863,0.00412587607476158,0.0248677446942863,0.0194257569092173,0.011378820228036,0.0114412189363402,0.0251136386703022,0.0180797838660202,0.0364602217575476,0.0349192534287126,0.0300789603507037,0.130789305736944,0.0389001640272058,0.0414971386760155,0.0621490755489271,0.028588439372379,0.0241225710123079,0.0161289049551409,0.0619889378632774,0.0438231365580616,0.0480585387360761,0.0500629110258577,0.0339816139577956,0.0544995186223126,0.0522082997094515,0.0836019782419928
0.0147839049386764,0.0784723063334364,0.00791835336339019,0.00430828348497298,0.00825175214952316,0.237228994105297,0.687157822044466,0.692340792741013,1.00031223206539,0.0703146174865025,0.013239040278839,0.0905251035972044,0.00349192534287126,0.0178863978078726,0.0147857975982662,0.390223144334667,0.0119475707907818,0.010434504072528,0.00989981371713624,0.0119998121054982,0.0107427949797642,0.00315819230688662,0.0152994911445849,0.00631085536658551,0.00830492135613005,0.00372410945311224,0.00406537935812285,0.00432444765055224,0.011653041196229
0.00034111573846454,0,0.00230587884417813,0.00135911211874499,0.0130787177222394,0.000664215410319292,0.00134304680766273,0.000703702721380655,0.00190686982272337,0.00168757648028896,0.0022466508970718,0,0.00276728536188441,0,0,0.000888650231487109,0,0,0.149517266686889,0.00434121407448817,0.595981468979913,0.000952125248021903,0.000774466123530665,0.0030268435832312,0.00120657203315021,0.00607376091263748,0.00135512645270762,0.000617778235793178,0.00377736883138935
0.00204669443078724,0,0.00461175768835626,0.00679556059372495,0,0.00300472388124305,0.00522819818950618,0.00140740544276131,0.0062783331381951,0.386367608746306,0.747602261175883,0.653481846553681,0.00523788801430689,0.00121925625428311,0.00286843939600029,0.00665763698832078,0.00521163293654094,0.00186832124140147,0.00507428389868188,0.00289414271632545,0.00171996818997505,0.00273066664811868,0.0123914579764906,0.0015134217916156,0.00396750911431619,0.00303688045631874,0.00513929166376127,0.00308889117896589,0.00944342207847337
0.552807471027415,0.511931276922301,0.636981680059551,1.49751249871607,0.0966882039208862,0.47786873349543,0.290514410399282,0.333418198895638,0.163741338539905,0.346071145288762,0.360710149677553,0.375395803251847,0.49116619234841,0.317508991304863,0.243969371208246,0.325252141588697,0.327051420551701,0.307717190874918,0.284582594365155,0.346203624945944,0.217093930703568,0.372086372816951,0.482341850429084,0.544831825608645,0.459362744383987,0.332057476994699,0.430417285940752,0.383767449227922,0.426275441696775
