"id","cor"
"HVAEP1-G027913",0.628368184475589
"HVAEP1-G001551",0.62789945181871
"HVAEP1-G016766",0.626881343622917
"HVAEP1-G022972",0.626735012108197
"HVAEP1-G005874",0.626435243031175
"HVAEP1-G016935",0.626344127048227
"HVAEP1-G002340",0.626224288643143
"HVAEP1-G013197",0.626166638100497
"HVAEP1-G022294",0.626137375970768
"HVAEP1-G020649",0.625467751618928
"HVAEP1-G024427",0.625382325599271
"HVAEP1-G004340",0.625228586298633
"HVAEP1-G009446",0.625207347549423
"HVAEP1-G004110",0.623703401523079
"HVAEP1-G026526",0.623555348134728
"HVAEP1-G005553",0.623076192562066
"HVAEP1-G024660",0.622869089829038
"HVAEP1-G018236",0.622321317398524
"HVAEP1-G021517",0.621153378911089
"HVAEP1-G005864",0.620768807135325
"HVAEP1-G011811",0.620284513474096
"HVAEP1-G012889",0.619546879391651
"HVAEP1-G018453",0.619338528292401
"HVAEP1-G020727",0.619179249401631
"HVAEP1-G020207",0.618903240282293
"HVAEP1-G022136",0.618660889818762
"HVAEP1-G001458",0.618018311682822
"HVAEP1-G007751",0.617479009645661
"HVAEP1-G012849",0.617296781998505
"HVAEP1-G013060",0.617142076034772
"HVAEP1-G009540",0.616857373226494
"HVAEP1-G009401",0.616743159710333
"HVAEP1-G004907",0.616615700676377
"HVAEP1-G022652",0.616612815354277
"HVAEP1-G026217",0.616015186775882
"HVAEP1-G001606",0.615851939547436
"HVAEP1-G024507",0.615827854761734
"HVAEP1-G022412",0.615731612000393
"HVAEP1-G021149",0.615676534406829
"HVAEP1-G020129",0.615484390391733
"HVAEP1-G008293",0.61488291014858
"HVAEP1-G021054",0.614775779605168
"HVAEP1-G014697",0.613773766890267
"HVAEP1-G021506",0.613741996858889
"HVAEP1-G016321",0.613693749824086
"HVAEP1-G027802",0.613185717382053
"HVAEP1-G021686",0.613139158621628
"HVAEP1-G022072",0.613049717765525
"HVAEP1-G023659",0.612363036922402
"HVAEP1-G003907",0.612257802897391
"HVAEP1-G020965",0.611911536659711
"HVAEP1-G017436",0.611721822716272
"HVAEP1-G018381",0.610899470192233
"HVAEP1-G008610",0.610677661223555
"HVAEP1-G010800",0.610188722573924
"HVAEP1-G003944",0.610156233607055
"HVAEP1-G009984",0.609734061784707
"HVAEP1-G017981",0.609193272271269
"HVAEP1-G001134",0.608504981931281
"HVAEP1-G005330",0.608271950410115
"HVAEP1-G010214",0.608259478835273
"HVAEP1-G018120",0.607974472012318
"HVAEP1-G006728",0.607557933287657
"HVAEP1-G019718",0.607469328647988
"HVAEP1-G018878",0.607346237895692
"HVAEP1-G008730",0.60698385936782
"HVAEP1-G018428",0.606869413228041
"HVAEP1-G010867",0.606798165069317
"HVAEP1-G014553",0.606613610500316
"HVAEP1-G002165",0.605323525446339
"HVAEP1-G002384",0.604931542920168
"HVAEP1-G023760",0.604790487714258
"HVAEP1-G004381",0.604490120533228
"HVAEP1-G010726",0.60445684348661
"HVAEP1-G002233",0.603731455418188
"HVAEP1-G009174",0.603426960991746
"HVAEP1-G008442",0.60342417450099
"HVAEP1-G006920",0.603128679086776
"HVAEP1-G024254",0.602732246457561
"HVAEP1-G008896",0.602681319251818
"HVAEP1-G020830",0.602379785792815
"HVAEP1-G018427",0.601722458656419
"HVAEP1-G010794",0.600963250569693
"HVAEP1-G011251",0.600194595331248
"HVAEP1-G023644",0.60008132117423
"HVAEP1-G019270",0.600045399822796
"HVAEP1-G028131",0.599598492942633
"HVAEP1-G007527",0.598918450997438
"HVAEP1-G002334",0.59870665126558
"HVAEP1-G003952",0.598547277549869
"HVAEP1-G011629",0.59848940086654
"HVAEP1-G008218",0.598201273095739
"HVAEP1-G007769",0.5976124493839
